assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date
GCA_000196655.1,PRJNA37945,SAMN00015125,,representative genome,644295,2322,Methanohalobium evestigatum Z-7303,strain=Z-7303,,latest,Complete Genome,Major,Full,15/06/2010,ASM19665v1,US DOE Joint Genome Institute,GCF_000196655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/655/GCA_000196655.1_ASM19665v1,,assembly from type material,na
GCA_000179575.2,PRJNA43653,SAMN00100784,,representative genome,647113,155863,Methanothermococcus okinawensis IH1,strain=IH1,,latest,Complete Genome,Major,Full,06/06/2011,ASM17957v2,US DOE Joint Genome Institute (JGI-PGF),GCF_000179575.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/575/GCA_000179575.2_ASM17957v2,,assembly from type material,na
GCA_003856835.1,PRJNA481613,SAMN09684815,,representative genome,660522,660522,Haloplanus aerogenes,strain=JCM 16430,,latest,Complete Genome,Major,Full,03/12/2018,ASM385683v1,World Institute of Kimchi,GCF_003856835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/856/835/GCA_003856835.1_ASM385683v1,,assembly from type material,na
GCA_018200015.1,PRJNA412908,SAMN18811338,,representative genome,662476,35742,Haloarcula sinaiiensis ATCC 33800,strain=ATCC 33800,,latest,Complete Genome,Major,Full,29/04/2021,ASM1820001v1,University of Maryland,GCF_018200015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/200/015/GCA_018200015.1_ASM1820001v1,,assembly from type material,na
GCA_000144915.1,PRJNA39927,SAMN02603091,,representative genome,666510,242703,Acidilobus saccharovorans 345-15,strain=345-15,,latest,Complete Genome,Major,Full,06/08/2010,ASM14491v1,Centre Bioengineering RAS,GCF_000144915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/915/GCA_000144915.1_ASM14491v1,,assembly from type material,na
GCA_000217995.1,PRJNA40771,SAMN02232039,,representative genome,679901,39669,Methanosalsum zhilinae DSM 4017,strain=DSM 4017,,latest,Complete Genome,Major,Full,13/06/2011,ASM21799v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000217995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/995/GCA_000217995.1_ASM21799v1,,assembly from type material,na
GCA_000147875.1,PRJNA40773,SAMN00017400,,representative genome,679926,54120,Methanolacinia petrolearia DSM 11571,strain=DSM 11571,,latest,Complete Genome,Major,Full,17/09/2010,ASM14787v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000147875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/875/GCA_000147875.1_ASM14787v1,,assembly from type material,na
GCA_023167465.1,PRJDB13305,SAMD00451045,,representative genome,680118,680118,Methanothermobacter tenebrarum,strain=RMAS,,latest,Complete Genome,Major,Full,07/04/2022,ASM2316746v1,"Faculty of Applied Biological Sciences, Gifu University",GCF_023167465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/167/465/GCA_023167465.1_ASM2316746v1,,assembly from type material,na
GCA_000194625.1,PRJNA51621,SAMN00713598,,representative genome,693661,58290,Archaeoglobus veneficus SNP6,strain=SNP6,,latest,Complete Genome,Major,Full,31/03/2011,ASM19462v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000194625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/625/GCA_000194625.1_ASM19462v1,,assembly from type material,na
GCA_000223395.1,PRJNA48579,SAMN02232047,,representative genome,694429,54252,Pyrolobus fumarii 1A,strain=1A,,latest,Complete Genome,Major,Full,12/08/2011,ASM22339v1,DOE Joint Genome Institute,GCF_000223395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/395/GCA_000223395.1_ASM22339v1,,assembly from type material,na
GCA_000328685.1,PRJNA46985,SAMN02261263,,representative genome,694430,29288,Natronococcus occultus SP4,strain=SP4,,latest,Complete Genome,Major,Full,28/12/2012,ASM32868v1,JGI,GCF_000328685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/685/GCA_000328685.1_ASM32868v1,,assembly from type material,na
GCA_000813245.1,PRJNA237279,SAMN03274240,,representative genome,697581,1365176,Thermofilum adornatum 1505,strain=1505,,latest,Complete Genome,Major,Full,02/01/2015,ASM81324v1,Centre Bioengineering RAS,GCF_000813245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/813/245/GCA_000813245.1_ASM81324v1,,,na
GCA_000247545.1,PRJNA42375,SAMN02604076,,na,698757,99007,Pyrobaculum oguniense TE7,strain=TE7,,latest,Complete Genome,Major,Full,10/02/2012,ASM24754v1,UCSC-Lowelab,GCF_000247545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/545/GCA_000247545.1_ASM24754v1,missing rRNA genes,assembly from type material,na
GCA_004799685.1,PRJNA482708,SAMN09711302,,na,699433,699433,Halobellus limi,strain=CGMCC 1.10331,,latest,Complete Genome,Major,Full,18/04/2019,ASM479968v1,Wuhan University,GCF_004799685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/685/GCA_004799685.1_ASM479968v1,,assembly from type material,na
GCA_025998175.1,PRJDB14188,SAMD00520034,,na,718286,718286,Nitrosopumilus zosterae,strain=NM25,,latest,Complete Genome,Major,Full,25/08/2022,ASM2599817v1,"Environmental Microbiology Lab, Department of Chemistry and Life Science, College of Bioresource Sciences, Nihon University",GCF_025998175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/998/175/GCA_025998175.1_ASM2599817v1,,assembly from type material,na
GCA_002156705.1,PRJNA376078,SAMN06349942,,representative genome,745377,745377,Natrarchaeobaculum aegyptiacum,strain=JW/NM-HA 15,,latest,Complete Genome,Major,Full,23/05/2017,ASM215670v1,Chinese Academy of Agricultural Sciences,GCF_002156705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/705/GCA_002156705.1_ASM215670v1,,assembly from type material,na
GCA_000230955.3,PRJNA59739,SAMN02261380,,na,751944,751944,Halobacterium sp. DL1,strain=DL1,,latest,Complete Genome,Major,Full,13/01/2014,ASM23095v3,JGI,GCF_000230955.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/955/GCA_000230955.3_ASM23095v3,contaminated,,na
GCA_002906575.1,PRJNA430969,SAMN08381148,,representative genome,755307,755307,Salinigranum rubrum,strain=GX10,,latest,Complete Genome,Major,Full,30/01/2018,ASM290657v1,ZheJiang University,GCF_002906575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/575/GCA_002906575.1_ASM290657v1,,assembly from type material,na
GCA_000224475.1,PRJNA52855,SAMN02232027,,na,756883,756883,halophilic archaeon DL31,strain=DL31,,latest,Complete Genome,Major,Full,26/08/2011,ASM22447v1,DOE Joint Genome Institute,GCF_000224475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/475/GCA_000224475.1_ASM22447v1,contaminated; genus undefined,,na
GCA_000186365.1,PRJNA48641,SAMN00103627,,representative genome,765177,2275,Desulfurococcus mucosus DSM 2162,strain=DSM 2162,,latest,Complete Genome,Major,Full,20/01/2011,ASM18636v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000186365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/365/GCA_000186365.1_ASM18636v1,,assembly from type material,na
GCA_000237865.1,PRJEA49335,SAMEA2272799,,na,768065,293091,Haloquadratum walsbyi C23,strain=DSM 16854 = C23,,latest,Complete Genome,Major,Full,31/05/2011,ASM23786v1,Max-Planck-Institute of Biochemistry,GCF_000237865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/865/GCA_000237865.1_ASM23786v1,,assembly from type material,na
GCA_000231015.3,PRJNA49401,SAMN02232017,,representative genome,768672,94694,Desulfurococcus amylolyticus DSM 16532,strain=DSM 16532,,latest,Complete Genome,Major,Full,07/06/2012,ASM23101v3,DOE Joint Genome Institute,GCF_000231015.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/015/GCA_000231015.3_ASM23101v3,,assembly from synonym type material,na
GCA_000253055.1,PRJEA49419,SAMEA2272453,,representative genome,768679,2271,Thermoproteus tenax Kra 1,strain=Kra 1,,latest,Complete Genome,Major,Full,06/10/2011,ASM25305v1,"University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry",GCF_000253055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/055/GCA_000253055.1_ASM25305v1,,assembly from type material,na
GCA_000196895.1,PRJNA49517,SAMN02603490,,representative genome,795797,413810,Halalkalicoccus jeotgali B3,strain=B3,,latest,Complete Genome,Major,Full,23/06/2010,ASM19689v1,Kyung Hee University,GCF_000196895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/895/GCA_000196895.1_ASM19689v1,,assembly from type material,na
GCA_001027005.1,PRJNA49587,SAMN02866457,,na,796385,2208,Methanosarcina barkeri CM1,strain=CM1,,latest,Complete Genome,Major,Full,03/06/2015,ASM102700v1,PGgRc,GCF_001027005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/005/GCA_001027005.1_ASM102700v1,,,na
GCA_000217715.1,PRJNA56049,SAMN02232028,,representative genome,797210,387343,Halopiger xanaduensis SH-6,strain=SH-6,,latest,Complete Genome,Major,Full,09/06/2011,ASM21771v1,US DOE Joint Genome Institute,GCF_000217715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/715/GCA_000217715.1_ASM21771v1,,assembly from type material,na
GCA_000517625.1,PRJNA71415,SAMN00117518,,representative genome,797299,353800,Halostagnicola larsenii XH-48,strain=XH-48,,latest,Complete Genome,Major,Full,13/01/2014,ASM51762v1,JGI,GCF_000517625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/625/GCA_000517625.1_ASM51762v1,,assembly from type material,na
GCA_000328525.1,PRJNA59897,SAMN02232030,,representative genome,797302,387341,Halovivax ruber XH-70,strain=XH-70,,latest,Complete Genome,Major,Full,27/12/2012,ASM32852v1,DOE Joint Genome Institute,GCF_000328525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/525/GCA_000328525.1_ASM32852v1,,assembly from type material,na
GCA_000230735.3,PRJNA52951,SAMN02261373,,representative genome,797303,69525,Natrinema pellirubrum DSM 15624,strain=DSM 15624,,latest,Complete Genome,Major,Full,27/12/2012,ASM23073v3,JGI,GCF_000230735.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/735/GCA_000230735.3_ASM23073v3,,assembly from type material,na
GCA_000230715.3,PRJNA60135,SAMN02232042,,representative genome,797304,44930,Natronobacterium gregoryi SP2,strain=SP2,,latest,Complete Genome,Major,Full,10/12/2012,ASM23071v3,DOE Joint Genome Institute,GCF_000230715.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/715/GCA_000230715.3_ASM23071v3,,assembly from type material,na
GCA_000828575.1,PRJDA50633,SAMD00060975,,na,866790,866790,Methanothermobacter sp. CaT2,strain=CaT2,,latest,Complete Genome,Major,Full,03/12/2012,ASM82857v1,National Institute of Genetics,GCF_000828575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/575/GCA_000828575.1_ASM82857v1,,,na
GCA_000328665.1,PRJNA50749,SAMN02261367,,representative genome,867904,101192,Methanomethylovorans hollandica DSM 15978,strain=DSM 15978,,latest,Complete Genome,Major,Full,28/12/2012,ASM32866v1,JGI,GCF_000328665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/665/GCA_000328665.1_ASM32866v1,,assembly from type material,na
GCA_000214725.1,PRJNA53561,SAMN00713630,,representative genome,868131,868131,Methanobacterium paludis,strain=SWAN1,,latest,Complete Genome,Major,Full,24/05/2011,ASM21472v1,US DOE Joint Genome Institute,GCF_000214725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/725/GCA_000214725.1_ASM21472v1,,assembly from type material,na
GCA_013415905.1,PRJNA644747,SAMN15472364,,representative genome,869886,869886,Halosimplex pelagicum,strain=R2,,latest,Complete Genome,Major,Full,15/07/2020,ASM1341590v1,Jiangsu University,GCF_013415905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/415/905/GCA_013415905.1_ASM1341590v1,,assembly from type material,na
GCA_013415885.1,PRJNA644749,SAMN15472373,,representative genome,869889,869889,Halosimplex rubrum,strain=R27,,latest,Complete Genome,Major,Full,15/07/2020,ASM1341588v1,Jiangsu University,GCF_013415885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/415/885/GCA_013415885.1_ASM1341588v1,,assembly from type material,na
GCA_000191585.1,PRJNA53495,SAMN02232037,,representative genome,877455,877455,Methanobacterium lacus,strain=AL-21,,latest,Complete Genome,Major,Full,07/03/2011,ASM19158v1,US DOE Joint Genome Institute,GCF_000191585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/585/GCA_000191585.1_ASM19158v1,,,na
GCA_000214415.1,PRJNA51821,SAMN00713627,,representative genome,880724,2189,Methanotorris igneus Kol 5,strain=Kol 5,,latest,Complete Genome,Major,Full,23/05/2011,ASM21441v1,US DOE Joint Genome Institute,GCF_000214415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/415/GCA_000214415.1_ASM21441v1,,assembly from type material,na
GCA_000698785.1,PRJEA60103,SAMN02721150,,representative genome,926571,1034015,Nitrososphaera viennensis EN76,strain=EN76,,latest,Complete Genome,Major,Full,06/06/2014,ASM69878v1,University of Vienna,GCF_000698785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/785/GCA_000698785.1_ASM69878v1,,assembly from type material,na
GCA_000189575.1,PRJNA60481,SAMN02602983,,na,930943,43080,Sulfolobus islandicus HVE10/4,strain=HVE10/4,,latest,Complete Genome,Major,Full,16/02/2011,ASM18957v1,"Archaea Centre, Department of Biology, University of Copenhagen, 2200 Copenhagen N, Denmark",GCF_000189575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/575/GCA_000189575.1_ASM18957v1,,,na
GCA_000189555.1,PRJNA60485,SAMN02603882,,na,930945,43080,Sulfolobus islandicus REY15A,strain=REY15A,,latest,Complete Genome,Major,Full,16/02/2011,ASM18955v1,"State Key Laboratory of Microbial Resources, Institute of Microbiology, CAS, Beijing, P. R. China",GCF_000189555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/555/GCA_000189555.1_ASM18955v1,,,na
GCA_000213215.1,PRJNA60875,SAMN02602984,,representative genome,933801,563177,Acidianus hospitalis W1,strain=W1,,latest,Complete Genome,Major,Full,12/05/2011,ASM21321v1,"Archaea Centre, Department of Biology, University of Copenhagen, Copenhagen 2200 N, Denmark",GCF_000213215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/215/GCA_000213215.1_ASM21321v1,,,na
GCA_025340205.1,PRJNA61345,SAMN04316367,,na,940294,114376,Ignicoccus pacificus DSM 13166,strain=DSM 13166,,latest,Complete Genome,Major,Full,21/09/2022,ASM2534020v1,Oak Ridge National Laboratory,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/340/205/GCA_025340205.1_ASM2534020v1,,assembly from type material,na
GCA_001481685.1,PRJNA61347,SAMN04316368,,representative genome,940295,54259,Ignicoccus islandicus DSM 13165,strain=DSM 13165,,latest,Complete Genome,Major,Full,23/12/2015,ASM148168v1,Oak Ridge National Laboratory,GCF_001481685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/481/685/GCA_001481685.1_ASM148168v1,,assembly from type material,na
GCA_000190315.1,PRJNA63027,SAMN02603092,,representative genome,985053,985052,Vulcanisaeta moutnovskia 768-28,strain=768-28,,latest,Complete Genome,Major,Full,22/02/2011,ASM19031v1,Centre Bioengineering RAS,GCF_000190315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/315/GCA_000190315.1_ASM19031v1,,assembly from type material,na
GCA_000204415.1,PRJNA63185,SAMN02604263,,representative genome,990316,2223,Methanothrix soehngenii GP6,strain=GP6,,latest,Complete Genome,Major,Full,15/04/2011,ASM20441v1,University of Wisconsin-Parkside,GCF_000204415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/415/GCA_000204415.1_ASM20441v1,,assembly from synonym type material,na
GCA_000193375.1,PRJNA64455,SAMN02603093,,representative genome,999630,184117,Thermoproteus uzoniensis 768-20,strain=768-20,,latest,Complete Genome,Major,Full,28/03/2011,ASM19337v1,Centre Bioengineering RAS,GCF_000193375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/375/GCA_000193375.1_ASM19337v1,,,na
GCA_000204925.1,PRJNA65497,SAMN02603221,,representative genome,1006006,1006005,Metallosphaera cuprina Ar-4,strain=Ar-4,,latest,Complete Genome,Major,Full,19/04/2011,ASM20492v1,Environmental Microbiology Research Center (EMRC),GCF_000204925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/925/GCA_000204925.1_ASM20492v1,,assembly from type material,na
GCA_020700235.1,PRJNA772083,SAMN22364628,,representative genome,1008152,1008152,Haladaptatus pallidirubidus,strain=YIM 93656,,latest,Complete Genome,Major,Full,01/11/2021,ASM2070023v1,Jiangsu University,GCF_020700235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/700/235/GCA_020700235.1_ASM2070023v1,,assembly from type material,na
GCA_019823105.1,PRJNA757273,SAMN20958642,,representative genome,1017351,1017351,Halobaculum magnesiiphilum,strain=NBRC 109044,,latest,Complete Genome,Major,Full,31/08/2021,ASM1982310v1,Jiangsu University,GCF_019823105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/823/105/GCA_019823105.1_ASM1982310v1,,assembly from type material,na
GCA_000340315.1,PRJNA66533,SAMN02604152,,na,1028566,2285,Sulfolobus acidocaldarius N8,strain=N8,,latest,Complete Genome,Major,Full,08/02/2013,ASM34031v1,University of Cincinnati,GCF_000340315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/315/GCA_000340315.1_ASM34031v1,,,na
GCA_000338775.1,PRJNA66535,SAMN02604153,,na,1028567,2285,Sulfolobus acidocaldarius Ron12/I,strain=Ron12/I,,latest,Complete Genome,Major,Full,08/02/2013,ASM33877v1,University of Cincinnati,GCF_000338775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/775/GCA_000338775.1_ASM33877v1,,,na
GCA_000470655.1,PRJEB1233,SAMEA2271992,,representative genome,1033806,430914,Halorhabdus tiamatea SARL4B,strain=type strain: SARL4B,,latest,Complete Genome,Major,Full,01/08/2013,HATI1,MPI BREMEN,GCF_000470655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/655/GCA_000470655.1_HATI1,,assembly from type material,na
GCA_024760425.1,PRJNA870303,SAMN30360716,,na,1034015,1034015,Nitrososphaera viennensis,strain=PLX03,,latest,Complete Genome,Major,Full,29/08/2022,ASM2476042v1,China University of Geosciences,GCF_024760425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/760/425/GCA_024760425.1_ASM2476042v1,,,na
GCA_025244945.1,PRJNA870303,SAMN30723098,,na,1034015,1034015,Nitrososphaera viennensis,strain=PLX03,,latest,Complete Genome,Major,Full,18/09/2022,ASM2524494v1,China University of Geosciences,GCF_025244945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/244/945/GCA_025244945.1_ASM2524494v1,,,na
GCA_000251105.1,PRJNA73221,SAMN02603117,,representative genome,1041930,1175444,Methanocella conradii HZ254,strain=HZ254,,latest,Complete Genome,Major,Full,07/03/2012,ASM25110v1,China Agricultural University,GCF_000251105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/105/GCA_000251105.1_ASM25110v1,,assembly from type material,na
GCA_000221185.1,PRJNA67883,SAMN02603471,,na,1042877,1042877,Thermococcus sp. 4557,strain=4557,,latest,Complete Genome,Major,Full,22/07/2011,ASM22118v1,"Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration (SOA),PR China",GCF_000221185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/185/GCA_000221185.1_ASM22118v1,,,na
GCA_024300825.1,PRJNA857807,SAMN29636705,,representative genome,1046043,1046043,Natronomonas gomsonensis,strain=KCTC 4088,,latest,Complete Genome,Major,Full,18/07/2022,ASM2430082v1,Jiangsu University,GCF_024300825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/300/825/GCA_024300825.1_ASM2430082v1,,assembly from type material,na
GCA_002355635.1,PRJDB4920,SAMD00053810,,representative genome,1048396,1048396,Halopenitus persicus,strain=CBA1233,,latest,Complete Genome,Major,Full,23/06/2016,ASM235563v1,Korea Basic Science Institute,GCF_002355635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/635/GCA_002355635.1_ASM235563v1,,,na
GCA_000220645.1,PRJNA68579,SAMN02603718,,na,1053692,39152,Methanococcus maripaludis X1,strain=X1,,latest,Complete Genome,Major,Full,14/07/2011,ASM22064v1,"Ecosystem Sciences, Commonwealth Scientific and Industrial Research Organisation ",GCF_000220645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/645/GCA_000220645.1_ASM22064v1,,,na
