assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT
GCA_002214585.1,PRJNA274230,SAMN03324163,na,representative genome,49899,49899,Thermococcus profundus,strain=DT 5432,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221458v1,Ecole Normale Superieure de Lyon,GCF_002214585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/585/GCA_002214585.1_ASM221458v1,na,assembly from type material,na,haploid,archaea,2043143,2043143,53,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,03/24/16,2151,2076,52,na,80,88.04
GCA_002214565.1,PRJNA274230,SAMN03324164,na,representative genome,187880,187880,Thermococcus radiotolerans,strain=EJ2,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221456v1,Ecole Normale Superieure de Lyon,GCF_002214565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/565/GCA_002214565.1_ASM221456v1,na,assembly from type material,na,haploid,archaea,1868990,1868990,55.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,2048,1986,52,na,88,93.66
GCA_000022545.1,PRJNA34531,SAMN02603090,na,representative genome,604354,172049,Thermococcus sibiricus MM 739,strain=MM 739,na,latest,Complete Genome,Major,Full,29/06/2009,ASM2254v1,Centre,GCF_000022545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/545/GCA_000022545.1_ASM2254v1,na,assembly from type material,na,haploid,archaea,1845800,1845800,40,1,1,1,Centre,Annotation submitted by Centre,01/30/14,2108,2036,50,19447963,81,86.78
GCA_002214505.1,PRJNA274230,SAMN03324165,na,representative genome,72803,72803,Thermococcus siculi,strain=RG-20,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221450v1,Ecole Normale Superieure de Lyon,GCF_002214505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/505/GCA_002214505.1_ASM221450v1,na,assembly from type material,na,haploid,archaea,2029167,2029167,54.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,2167,2097,51,na,83,92.52
GCA_002214545.1,PRJNA274230,SAMN03324168,na,na,277988,277988,Thermococcus thioreducens,strain=OGL-20P,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221454v1,Ecole Normale Superieure de Lyon,GCF_002214545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/545/GCA_002214545.1_ASM221454v1,na,assembly from type material,na,haploid,archaea,2065932,2065932,53,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/05/2016,2311,2222,52,na,85,93.59
GCA_000015225.1,PRJNA16331,SAMN02598366,na,representative genome,368408,2269,Thermofilum pendens Hrk 5,strain=Hrk 5,na,latest,Complete Genome,Major,Full,18/12/2006,ASM1522v1,DOE Joint Genome Institute,GCF_000015225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/225/GCA_000015225.1_ASM1522v1,na,assembly from type material,na,haploid,archaea,1813393,1813393,57.5,2,2,2,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,1931,1876,32,na,88,101.66
GCA_000195915.1,PRJNA110,SAMEA3138325,na,representative genome,273075,2303,Thermoplasma acidophilum DSM 1728,strain=DSM1728,na,latest,Complete Genome,Major,Full,06/05/2003,ASM19591v1,Max-Plank-Institute,GCF_000195915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/915/GCA_000195915.1_ASM19591v1,na,assembly from type material,na,haploid,archaea,1564906,1564906,45.5,1,1,5,Max-Plank-Institute,Annotation submitted by Max-Plank-Institute,03/04/2015,1478,1478,0,11029001,57,54.02
GCA_000011185.1,PRJNA206,SAMD00061089,na,representative genome,273116,50339,Thermoplasma volcanium GSS1,strain=GSS1,na,latest,Complete Genome,Major,Full,11/05/2004,ASM1118v1,"National Institute of Advanced Industrial Science and Technology, Japan",GCF_000011185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/185/GCA_000011185.1_ASM1118v1,na,assembly from type material,na,haploid,archaea,1584804,1584804,39.5,1,1,1,"National Institute of Advanced Industrial Science and Technology, Japan","Annotation submitted by National Institute of Advanced Industrial Science and Technology, Japan",10/08/2016,1526,1526,0,11121031,60,55.36
GCA_000253055.1,PRJEA49419,SAMEA2272453,na,representative genome,768679,2271,Thermoproteus tenax Kra 1,strain=Kra 1,na,latest,Complete Genome,Major,Full,06/10/2011,ASM25305v1,"University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry",GCF_000253055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/055/GCA_000253055.1_ASM25305v1,na,assembly from type material,na,haploid,archaea,1841542,1841542,55,1,1,1,"University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry","Annotation submitted by University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry",03/01/2015,2101,2049,49,22003381,87,89.33
GCA_000193375.1,PRJNA64455,SAMN02603093,na,representative genome,999630,184117,Thermoproteus uzoniensis 768-20,strain=768-20,na,latest,Complete Genome,Major,Full,28/03/2011,ASM19337v1,Centre Bioengineering RAS,GCF_000193375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/375/GCA_000193375.1_ASM19337v1,na,na,na,haploid,archaea,1936063,1936063,59.5,1,1,1,Centre Bioengineering RAS,Annotation submitted by Centre Bioengineering RAS,01/30/14,2229,2186,38,21478349,85,87.73
GCA_014962245.1,PRJNA668939,SAMN16428067,na,na,54254,54254,Thermosphaera aggregans,strain=3507,na,latest,Complete Genome,Major,Full,27/10/2020,ASM1496224v1,"National Research Center ""Kurchatov Institute""",GCF_014962245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/962/245/GCA_014962245.1_ASM1496224v1,na,na,na,haploid,archaea,1305106,1305106,47.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/21/20,1458,1399,50,na,85,92.4
GCA_000092185.1,PRJNA36571,SAMN02598509,na,representative genome,633148,54254,Thermosphaera aggregans DSM 11486,strain=DSM 11486,na,latest,Complete Genome,Major,Full,17/05/2010,ASM9218v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000092185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/185/GCA_000092185.1_ASM9218v1,na,assembly from type material,na,haploid,archaea,1316595,1316595,46.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),01/28/14,1457,1387,47,21304709,85,94
GCA_000148385.1,PRJNA32589,SAMN00017002,na,representative genome,572478,164451,Vulcanisaeta distributa DSM 14429,strain=DSM 14429,na,latest,Complete Genome,Major,Full,22/09/2010,ASM14838v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000148385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/385/GCA_000148385.1_ASM14838v1,na,assembly from type material,na,haploid,archaea,2374137,2374137,45,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),01/02/2014,2593,2493,49,21304741,90,96.22
GCA_026000775.1,PRJDB14343,SAMD00535535,na,representative genome,1293586,164452,Vulcanisaeta souniana JCM 11219,strain=JCM 11219,na,latest,Complete Genome,Major,Full,08/10/2022,ASM2600077v1,"RIKEN-BRC, JCM",GCF_026000775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/000/775/GCA_026000775.1_ASM2600077v1,na,assembly from type material,na,haploid,archaea,2432148,2432148,45,1,1,1,"RIKEN-BRC, JCM","Annotation submitted by RIKEN-BRC, JCM",10/08/2022,2712,2664,48,36598242,85,91.06
