assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_027555065.1,PRJNA674001,SAMN16623210,na,na,145263,145263,Methanothermobacter marburgensis,strain=Marburg,na,latest,Complete Genome,Major,Full,03/01/2023,ASM2755506v1,University of Tuebingen,GCF_027555065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/555/065/GCA_027555065.1_ASM2755506v1,na,assembly from type material,na,haploid,archaea,1639146,1639146,48.5,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),02/05/2021,1779,1696,49,na,60,75.12,0.07757,0.07775,0.03173,0.00775,0.06635,0.08304,0.0935,0.07385,0.03308,0.05919,0.01218,0.01849,0.07893,0.01845,0.04882,0.02967,0.03679,0.04251,0.06097,0.04937,0,0,0,0,0,0,0
GCA_023167465.1,PRJDB13305,SAMD00451045,na,representative genome,680118,680118,Methanothermobacter tenebrarum,strain=RMAS,na,latest,Complete Genome,Major,Full,07/04/2022,ASM2316746v1,"Faculty of Applied Biological Sciences, Gifu University",GCF_023167465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/167/465/GCA_023167465.1_ASM2316746v1,na,assembly from type material,na,haploid,archaea,1495190,1495190,42,2,2,2,"Faculty of Applied Biological Sciences, Gifu University","Annotation submitted by Faculty of Applied Biological Sciences, Gifu University",04/08/2022,1676,1635,41,na,70,66.21,0.09928,0.06269,0.03385,0.00763,0.05139,0.07957,0.09379,0.0664,0.03849,0.05301,0.01152,0.0209,0.07241,0.0188,0.08069,0.02553,0.03713,0.04349,0.05204,0.05141,0,0,0,0,0,0,0
GCA_000179575.2,PRJNA43653,SAMN00100784,na,representative genome,647113,155863,Methanothermococcus okinawensis IH1,strain=IH1,na,latest,Complete Genome,Major,Full,06/06/2011,ASM17957v2,US DOE Joint Genome Institute (JGI-PGF),GCF_000179575.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/575/GCA_000179575.2_ASM17957v2,na,assembly from type material,na,haploid,archaea,1677455,1677455,29,2,2,2,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/25/16,1672,1595,46,na,65,54.38,0.10612,0.06436,0.04392,0.00655,0.0324,0.07352,0.08869,0.0522,0.06978,0.05572,0.01398,0.0149,0.06481,0.0161,0.1011,0.02533,0.03745,0.03445,0.05296,0.04566,0,0,0,1.00E-05,0,0,0
GCA_000166095.1,PRJNA33689,SAMN02232040,na,representative genome,523846,2180,Methanothermus fervidus DSM 2088,strain=DSM 2088,na,latest,Complete Genome,Major,Full,05/11/2010,ASM16609v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000166095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/095/GCA_000166095.1_ASM16609v1,na,assembly from type material,na,haploid,archaea,1243342,1243342,31.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/17/13,1352,1283,49,21304736,81,59.1,0.10022,0.07154,0.03683,0.00728,0.04138,0.07481,0.08854,0.0598,0.04832,0.0506,0.01306,0.01624,0.06704,0.01692,0.10602,0.02325,0.0384,0.04069,0.05328,0.04576,0,0,0,0,0,0,0
GCA_000204415.1,PRJNA63185,SAMN02604263,na,representative genome,990316,2223,Methanothrix soehngenii GP6,strain=GP6,na,latest,Complete Genome,Major,Full,15/04/2011,ASM20441v1,University of Wisconsin-Parkside,GCF_000204415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/415/GCA_000204415.1_ASM20441v1,na,assembly from synonym type material,na,haploid,archaea,3026645,3026645,50.5,2,2,2,University of Wisconsin-Parkside,Annotation submitted by University of Wisconsin-Parkside,07/25/16,2927,2850,42,21571998,35,49.63,0.07237,0.06546,0.03133,0.01159,0.05931,0.0718,0.09862,0.08418,0.03576,0.05827,0.01302,0.03023,0.07628,0.01732,0.0538,0.02847,0.03646,0.04224,0.06838,0.04509,0,0,0,0,0,0,0
GCA_000014945.1,PRJNA15765,SAMN02598350,na,representative genome,349307,2224,Methanothrix thermoacetophila PT,strain=PT,na,latest,Complete Genome,Major,Full,25/10/2006,ASM1494v1,US DOE Joint Genome Institute,GCF_000014945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/945/GCA_000014945.1_ASM1494v1,na,assembly from synonym type material,na,haploid,archaea,1879471,1879471,53.5,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,01/28/14,1781,1696,42,na,58,73.54,0.07317,0.07841,0.03091,0.01049,0.07475,0.07307,0.0952,0.08293,0.02921,0.05818,0.01334,0.0212,0.07927,0.01841,0.04029,0.03083,0.03297,0.04465,0.06699,0.04572,0,0,0,0,0,0,0
GCA_000214415.1,PRJNA51821,SAMN00713627,na,representative genome,880724,2189,Methanotorris igneus Kol 5,strain=Kol 5,na,latest,Complete Genome,Major,Full,23/05/2011,ASM21441v1,US DOE Joint Genome Institute,GCF_000214415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/415/GCA_000214415.1_ASM21441v1,na,assembly from type material,na,haploid,archaea,1854197,1854197,32,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,08/01/2012,1843,1772,42,na,85,75.24,0.10221,0.07083,0.04166,0.00713,0.03864,0.08551,0.09184,0.05393,0.05325,0.05505,0.01412,0.01446,0.06503,0.0158,0.10276,0.02332,0.04065,0.03476,0.04619,0.04286,0,0,0,1.00E-05,0,0,0
GCA_000025625.1,PRJNA30691,SAMN02598473,na,representative genome,547559,13769,Natrialba magadii ATCC 43099,strain=ATCC 43099,na,latest,Complete Genome,Major,Full,24/02/2010,ASM2562v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/625/GCA_000025625.1_ASM2562v1,na,assembly from type material,na,haploid,archaea,4443643,4443643,61,4,4,4,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),09/15/16,4354,4204,60,22559199,37,44.04,0.04553,0.08314,0.02688,0.01127,0.05952,0.09132,0.08686,0.10293,0.02502,0.08785,0.00756,0.02818,0.0814,0.02136,0.01773,0.01736,0.03201,0.04567,0.05967,0.06874,0,0,0,0,0,0,0
GCA_005890195.1,PRJNA412908,SAMN11840646,na,representative genome,69527,69527,Natrinema pallidum,strain=BOL6-1,na,latest,Complete Genome,Major,Full,30/05/2019,ASM589019v1,University of Maryland,GCF_005890195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/890/195/GCA_005890195.1_ASM589019v1,na,na,na,haploid,archaea,3778093,3778093,64,3,3,3,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/24/19,3785,3603,62,31416876,37,48.32,0.0444,0.08565,0.02703,0.01134,0.06648,0.08567,0.08851,0.10954,0.02283,0.08769,0.00777,0.0241,0.08413,0.01995,0.01745,0.01723,0.03162,0.04648,0.05558,0.06654,0,0,0,0,0,0,0
GCA_000230735.3,PRJNA52951,SAMN02261373,na,representative genome,797303,69525,Natrinema pellirubrum DSM 15624,strain=DSM 15624,na,latest,Complete Genome,Major,Full,27/12/2012,ASM23073v3,JGI,GCF_000230735.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/735/GCA_000230735.3_ASM23073v3,na,assembly from type material,na,haploid,archaea,4354100,4354100,63.5,3,3,3,JGI,Annotation submitted by JGI,06/25/15,4461,4199,58,na,37,52.27,0.04353,0.08555,0.02744,0.01153,0.0668,0.08877,0.08969,0.10817,0.02298,0.08658,0.00791,0.02471,0.08274,0.01968,0.01826,0.01682,0.03184,0.04667,0.05508,0.06525,0,0,0,0,0,0,0
GCA_005576615.1,PRJNA412908,SAMN11637627,na,na,88724,88724,Natrinema versiforme,strain=BOL5-4,na,latest,Complete Genome,Major,Full,22/05/2019,ASM557661v1,University of Maryland,GCF_005576615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/576/615/GCA_005576615.1_ASM557661v1,na,na,na,haploid,archaea,4674473,4674473,63,5,5,5,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/14/19,4589,4327,76,31416876,37,51.88,0.04589,0.08453,0.0275,0.0112,0.0645,0.09053,0.08874,0.10606,0.02399,0.08598,0.00741,0.02501,0.0835,0.0195,0.01806,0.01744,0.03234,0.04556,0.05756,0.06471,0,0,0,0,0,0,0
GCA_000230715.3,PRJNA60135,SAMN02232042,na,representative genome,797304,44930,Natronobacterium gregoryi SP2,strain=SP2,na,latest,Complete Genome,Major,Full,10/12/2012,ASM23071v3,DOE Joint Genome Institute,GCF_000230715.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/715/GCA_000230715.3_ASM23071v3,na,assembly from type material,na,haploid,archaea,3788356,3788356,62,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,07/17/13,3835,3656,59,na,37,59.68,0.04236,0.09082,0.02744,0.01114,0.06435,0.0957,0.0894,0.10144,0.02259,0.08708,0.00791,0.0256,0.0805,0.01994,0.01883,0.01673,0.03234,0.04537,0.05556,0.0649,0,0,0,0,0,0,0
GCA_000328685.1,PRJNA46985,SAMN02261263,na,representative genome,694430,29288,Natronococcus occultus SP4,strain=SP4,na,latest,Complete Genome,Major,Full,28/12/2012,ASM32868v1,JGI,GCF_000328685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/685/GCA_000328685.1_ASM32868v1,na,assembly from type material,na,haploid,archaea,4314118,4314118,64.5,3,3,3,JGI,Annotation submitted by JGI,07/26/16,4371,4154,68,na,37,62.52,0.04288,0.08829,0.02763,0.01151,0.06656,0.09608,0.0913,0.10654,0.02197,0.08453,0.00765,0.0235,0.08314,0.01982,0.01726,0.01697,0.03195,0.04651,0.05331,0.06262,0,0,0,0,0,0,0
GCA_000591055.1,PRJEA50649,SAMEA3138954,na,representative genome,268739,416273,Natronomonas moolapensis 8.8.11,strain=8.8.11,na,latest,Complete Genome,Major,Full,21/02/2013,ASM59105v1,Max-Planck-Institute of Biochemistry,GCF_000591055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/055/GCA_000591055.1_ASM59105v1,na,assembly from type material,na,haploid,archaea,2912573,2912573,64.5,1,1,1,Max-Planck-Institute of Biochemistry,Annotation submitted by Max-Planck-Institute of Biochemistry,02/02/2017,3226,2749,50,23516216,37,49.62,0.04101,0.08841,0.0264,0.00998,0.06917,0.08845,0.08706,0.11187,0.02311,0.08223,0.00774,0.02225,0.08872,0.01948,0.01874,0.0165,0.032,0.04632,0.05672,0.06384,0,0,0,0,0,0,0
GCA_004799645.1,PRJNA482706,SAMN09711300,na,representative genome,61858,61858,Natronorubrum bangense,strain=JCM 10635,na,latest,Complete Genome,Major,Full,18/04/2019,ASM479964v1,Wuhan University,GCF_004799645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/645/GCA_004799645.1_ASM479964v1,na,assembly from type material,na,haploid,archaea,4382412,4382412,60.5,5,5,5,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/27/18,4312,4098,81,30975999,37,51.16,0.04773,0.08555,0.02716,0.01123,0.06085,0.09022,0.08939,0.10273,0.02425,0.08514,0.00779,0.02762,0.0803,0.02102,0.01913,0.01807,0.0324,0.04519,0.05659,0.06765,0,0,0,0,0,0,0
GCA_000698785.1,PRJEA60103,SAMN02721150,na,representative genome,926571,1034015,Nitrososphaera viennensis EN76,strain=EN76,na,latest,Complete Genome,Major,Full,06/06/2014,ASM69878v1,University of Vienna,GCF_000698785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/785/GCA_000698785.1_ASM69878v1,na,assembly from type material,na,haploid,archaea,2527938,2527938,52.5,1,1,1,University of Vienna,Annotation submitted by University of Vienna,08/20/14,3187,3123,47,24907263,42,24.77,0.06421,0.07607,0.03203,0.00994,0.05395,0.06204,0.08572,0.094,0.03677,0.05503,0.00988,0.03189,0.07479,0.01888,0.06481,0.02942,0.03872,0.0411,0.06786,0.05289,0,0,0,0,0,0,0
GCA_024760425.1,PRJNA870303,SAMN30360716,na,na,1034015,1034015,Nitrososphaera viennensis,strain=PLX03,na,latest,Complete Genome,Major,Full,29/08/2022,ASM2476042v1,China University of Geosciences,GCF_024760425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/760/425/GCA_024760425.1_ASM2476042v1,na,na,na,haploid,archaea,2521342,2521342,52.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/23/22,2990,2927,50,na,42,24.62,0.06414,0.0763,0.0318,0.00989,0.05377,0.06267,0.08524,0.09462,0.03655,0.05549,0.00953,0.03186,0.07525,0.0187,0.06499,0.02903,0.03858,0.04125,0.06753,0.05282,0,0,0,0,0,0,0
GCA_000725425.1,PRJNA207495,SAMN03081469,na,representative genome,1343739,971279,Palaeococcus pacificus DY20341,strain=DY20341,na,latest,Complete Genome,Major,Full,14/07/2014,ASM72542v1,"The third institute of oceanography of SOA,PRChina",GCF_000725425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/425/GCA_000725425.1_ASM72542v1,na,assembly from type material,na,haploid,archaea,1859370,1859370,43,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,06/10/2013,2046,1991,53,26383653,80,86.13,0.08213,0.07558,0.03903,0.01159,0.0481,0.08859,0.10442,0.07145,0.03427,0.04616,0.00576,0.01965,0.07223,0.01624,0.08195,0.02451,0.04553,0.0399,0.04953,0.04336,0,0,0,0,0,0,0
GCA_000008265.1,PRJNA10641,SAMN02603345,na,representative genome,1122961,46632,Picrophilus oshimae DSM 9789,strain=DSM 9790,na,latest,Complete Genome,Major,Full,08/06/2004,ASM826v1,"Institut of Microbiology and Genetics, University of Goettingen",GCF_000008265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/265/GCA_000008265.1_ASM826v1,na,assembly from synonym type material,na,haploid,archaea,1545895,1545895,35.5,1,1,1,"Institut of Microbiology and Genetics, University of Goettingen","Annotation submitted by Institut of Microbiology and Genetics, University of Goettingen",01/30/14,1535,1535,0,15184674,57,55.69,0.11079,0.05732,0.05444,0.00734,0.04423,0.05662,0.08623,0.05612,0.06618,0.05865,0.00618,0.01464,0.0652,0.01488,0.069,0.03063,0.04857,0.03487,0.07439,0.04374,0,0,0,0,0,0,0
GCA_000007225.1,PRJNA172,SAMN02604075,na,representative genome,178306,13773,Pyrobaculum aerophilum str. IM2,strain=IM2,na,latest,Complete Genome,Major,Full,24/01/2002,ASM722v1,UCLA/CalTech,GCF_000007225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/225/GCA_000007225.1_ASM722v1,na,assembly from type material,na,haploid,archaea,2222430,2222430,51,1,1,1,UCLA/CalTech,Annotation submitted by UCLA/CalTech,11/23/09,2706,2605,90,11792869,98,91.34,0.0629,0.09318,0.04307,0.01474,0.06547,0.06996,0.10568,0.09893,0.02604,0.04296,0.00871,0.02084,0.07675,0.01511,0.0568,0.01927,0.03633,0.04985,0.04933,0.04406,0,0,0,0,0,0,0
GCA_000016385.1,PRJNA15582,SAMN02598330,na,representative genome,340102,121277,Pyrobaculum arsenaticum DSM 13514,strain=DSM 13514,na,latest,Complete Genome,Major,Full,16/04/2007,ASM1638v1,DOE Joint Genome Institute,GCF_000016385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/385/GCA_000016385.1_ASM1638v1,na,assembly from type material,na,haploid,archaea,2121076,2121076,55,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,2407,2298,44,na,95,89.74,0.05586,0.09944,0.04229,0.01444,0.0667,0.06894,0.10561,0.10182,0.0236,0.04417,0.00868,0.02128,0.07762,0.01559,0.05351,0.02005,0.03539,0.05146,0.04857,0.04495,0,0,0,0,0,0,0
GCA_000015805.1,PRJNA18111,SAMN00623060,na,representative genome,410359,181486,Pyrobaculum calidifontis JCM 11548,strain=JCM 11548,na,latest,Complete Genome,Major,Full,27/02/2007,ASM1580v1,DOE Joint Genome Institute,GCF_000015805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/805/GCA_000015805.1_ASM1580v1,na,assembly from type material,na,haploid,archaea,2009313,2009313,57,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,12/11/2013,2200,2149,16,na,90,92.57,0.04871,0.10568,0.0412,0.01462,0.06864,0.07007,0.1074,0.10834,0.02161,0.04306,0.00871,0.02081,0.07882,0.01582,0.05133,0.01861,0.03557,0.05193,0.04586,0.04321,0,0,0,0,0,0,0
GCA_000234805.1,PRJNA74711,SAMN02603094,na,representative genome,1104324,1104324,Pyrobaculum ferrireducens,strain=1860,na,latest,Complete Genome,Major,Full,10/11/2011,ASM23480v1,Centre Bioengineering RAS,GCF_000234805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/234/805/GCA_000234805.1_ASM23480v1,na,assembly from type material,na,haploid,archaea,2467972,2467972,56.5,1,1,1,Centre Bioengineering RAS,Annotation submitted by Centre Bioengineering RAS,01/11/2016,2891,2827,34,22247528,90,95.46,0.0513,0.10122,0.04291,0.01526,0.07394,0.06892,0.10587,0.10359,0.02268,0.04377,0.00891,0.02071,0.07949,0.01608,0.0477,0.01974,0.03451,0.05058,0.04873,0.04411,0,0,0,0,0,0,0
GCA_000015205.1,PRJNA16743,SAMN02598374,na,representative genome,384616,2277,Pyrobaculum islandicum DSM 4184,strain=DSM 4184,na,latest,Complete Genome,Major,Full,20/12/2006,ASM1520v1,DOE Joint Genome Institute,GCF_000015205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/205/GCA_000015205.1_ASM1520v1,na,assembly from type material,na,haploid,archaea,1826402,1826402,49.5,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,2062,1978,41,na,95,98.11,0.06629,0.09539,0.04266,0.01355,0.06855,0.06995,0.10584,0.09139,0.02504,0.04451,0.00882,0.02113,0.07446,0.01543,0.05709,0.01949,0.03551,0.05008,0.04752,0.04731,0,0,0,0,0,0,0
GCA_000019805.1,PRJNA15645,SAMN02598332,na,representative genome,444157,70771,Pyrobaculum neutrophilum V24Sta,strain=V24Sta,na,latest,Complete Genome,Major,Full,27/03/2008,ASM1980v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000019805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/805/GCA_000019805.1_ASM1980v1,na,assembly from type material,na,haploid,archaea,1769823,1769823,59.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),08/25/17,2053,1966,34,na,85,96.49,0.04789,0.10226,0.04189,0.01367,0.07707,0.06996,0.10775,0.10995,0.02101,0.04385,0.00869,0.02092,0.08134,0.01571,0.04588,0.01886,0.03259,0.05195,0.04651,0.04223,0,0,0,0,0,0,0
GCA_000247545.1,PRJNA42375,SAMN02604076,na,na,698757,99007,Pyrobaculum oguniense TE7,strain=TE7,na,latest,Complete Genome,Major,Full,10/02/2012,ASM24754v1,UCSC-Lowelab,GCF_000247545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/545/GCA_000247545.1_ASM24754v1,missing rRNA genes,assembly from type material,na,haploid,archaea,2452920,2452920,55,2,2,2,UCSC-Lowelab,Annotation submitted by UCSC-Lowelab,01/31/14,3014,2835,145,23407329,90,89.78,0.05513,0.09871,0.04248,0.01485,0.06753,0.06949,0.10515,0.10271,0.02362,0.04408,0.00939,0.02098,0.07739,0.01562,0.0534,0.02005,0.03557,0.05097,0.04874,0.04413,0,0,0,0,0,0,0
GCA_000195935.2,PRJNA179,SAMEA3283067,na,representative genome,272844,29292,Pyrococcus abyssi GE5,strain=Orsay,na,latest,Complete Genome,Major,Full,06/05/2003,ASM19593v2,Genoscope,GCF_000195935.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/935/GCA_000195935.2_ASM19593v2,na,assembly from type material,na,haploid,archaea,1768562,1768562,44.5,2,2,7,Genoscope,Annotation submitted by Genoscope,03/16/15,1830,1784,46,12622808;8655503;10736225;11381026,90,100.01,0.08496,0.08086,0.03838,0.01181,0.05731,0.08847,0.10246,0.06666,0.03344,0.04612,0.00551,0.01669,0.07261,0.01501,0.07804,0.02401,0.04353,0.04251,0.04962,0.04198,0,0,0,0,0,0,0
GCA_000007305.1,PRJNA287,SAMN02604284,na,na,186497,2261,Pyrococcus furiosus DSM 3638,strain=DSM 3638,na,latest,Complete Genome,Major,Full,27/02/2002,ASM730v1,Utah Genome Center,GCF_000007305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/305/GCA_000007305.1_ASM730v1,na,assembly from type material,na,haploid,archaea,1908256,1908256,40.5,1,1,1,Utah Genome Center,Annotation submitted by Utah Genome Center,01/31/14,2169,2065,104,11115105;11210495;10430560,96,97.54,0.08711,0.07876,0.04,0.01236,0.05337,0.08903,0.10099,0.06573,0.03483,0.04376,0.00595,0.01753,0.07138,0.01513,0.08094,0.02246,0.04429,0.0429,0.04929,0.0442,0,0,0,0,0,0,0
GCA_008245085.1,PRJNA382684,SAMN06711904,na,representative genome,186497,2261,Pyrococcus furiosus DSM 3638,strain=DSM 3638,na,latest,Complete Genome,Major,Full,03/09/2019,ASM824508v1,University Regensburg,GCF_008245085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/245/085/GCA_008245085.1_ASM824508v1,na,assembly from type material,na,haploid,archaea,1889914,1889914,40.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,08/31/17,2103,1982,68,na,96,98.31,0.08746,0.07914,0.03987,0.01216,0.05318,0.08994,0.1007,0.06606,0.03458,0.04397,0.00585,0.01738,0.07171,0.01507,0.08116,0.02236,0.04387,0.04273,0.0488,0.044,0,0,0,0,0,0,0
GCA_000275605.1,PRJNA163827,SAMN02603219,na,na,1185654,2261,Pyrococcus furiosus COM1,strain=COM1,na,latest,Complete Genome,Major,Full,29/06/2012,ASM27560v1,ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies,GCF_000275605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/605/GCA_000275605.1_ASM27560v1,na,na,na,haploid,archaea,1909827,1909827,40.5,1,1,1,ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies,Annotation submitted by ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies,01/30/14,2113,2064,49,22636780,96,98.04,0.08701,0.07904,0.03994,0.01243,0.05343,0.08969,0.10061,0.06601,0.03461,0.04399,0.00583,0.01745,0.0715,0.01511,0.08132,0.02228,0.04413,0.04287,0.04866,0.04408,0,0,0,0,1.00E-05,0,0
GCA_000011105.1,PRJNA207,SAMD00061090,na,representative genome,70601,53953,Pyrococcus horikoshii OT3,strain=OT3,na,latest,Complete Genome,Major,Full,11/05/2004,ASM1110v1,NITE,GCF_000011105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/105/GCA_000011105.1_ASM1110v1,na,assembly from type material,na,haploid,archaea,1738505,1738505,41.5,1,1,1,NITE,Annotation submitted by NITE,05/09/2017,2118,2061,49,9679194,95,91.03,0.08786,0.07555,0.03842,0.01175,0.05459,0.08295,0.10355,0.06373,0.03536,0.04265,0.0063,0.01633,0.06973,0.01492,0.07744,0.02404,0.04603,0.04508,0.05859,0.04513,0,0,0,0,0,0,0
GCA_001577775.1,PRJNA274214,SAMN03323778,na,representative genome,1609559,1609559,Pyrococcus kukulkanii,strain=NCB100,na,latest,Complete Genome,Major,Full,29/02/2016,ASM157777v1,Ecole Normale Superieure de Lyon,GCF_001577775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/775/GCA_001577775.1_ASM157777v1,na,assembly from type material,na,haploid,archaea,1977126,1977126,44.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,02/05/2015,2186,1997,61,27189596,100,100.25,0.08384,0.08097,0.03859,0.01239,0.0572,0.0881,0.10342,0.06793,0.03187,0.0455,0.00572,0.01767,0.07185,0.01537,0.07794,0.02395,0.04475,0.04256,0.04729,0.0431,0,0,0,0,0,0,0
GCA_001412615.1,PRJNA268702,SAMN03223811,na,representative genome,1273541,1273541,Pyrodictium delaneyi,strain=Su06,na,latest,Complete Genome,Major,Full,26/10/2015,ASM141261v1,Kyung Hee University,GCF_001412615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/615/GCA_001412615.1_ASM141261v1,na,assembly from type material,na,haploid,archaea,2023836,2023836,53.5,1,1,1,Kyung Hee University,Annotation submitted by Kyung Hee University,10/26/15,2093,2036,50,na,90,103.11,0.06084,0.08883,0.03732,0.01284,0.07861,0.07591,0.11321,0.10043,0.02266,0.04355,0.00885,0.02126,0.07626,0.01781,0.04314,0.02202,0.0261,0.05091,0.05413,0.04531,0,0,0,0,0,0,0
GCA_000223395.1,PRJNA48579,SAMN02232047,na,representative genome,694429,54252,Pyrolobus fumarii 1A,strain=1A,na,latest,Complete Genome,Major,Full,12/08/2011,ASM22339v1,DOE Joint Genome Institute,GCF_000223395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/395/GCA_000223395.1_ASM22339v1,na,assembly from type material,na,haploid,archaea,1843267,1843267,54.5,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,07/17/13,2038,1967,52,21886865,103,113.64,0.05888,0.09823,0.03527,0.0136,0.08144,0.07865,0.11273,0.09553,0.02136,0.04323,0.01053,0.01716,0.07501,0.01881,0.04512,0.02167,0.02631,0.04996,0.05153,0.04497,0,0,0,0,0,0,0
