assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT
GCA_027595045.1,PRJNA833761,SAMN28016765,,na,511,511,Alcaligenes faecalis,strain=NY11312,,latest,Complete Genome,Major,Full,09/01/2023,ASM2759504v1,,GCF_027595045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/595/045/GCA_027595045.1_ASM2759504v1,,,na,,,,,,,,,,,,,,,,31,32.53
GCA_029000325.1,PRJNA937177,SAMN33391659,,na,511,511,Alcaligenes faecalis,strain=JF101,,latest,Complete Genome,Major,Full,06/03/2023,ASM2900032v1,,GCF_029000325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/000/325/GCA_029000325.1_ASM2900032v1,,,na,,,,,,,,,,,,,,,,31,32.74
GCA_016592015.1,PRJDB10822,SAMD00260131,,na,179636,179636,Alicycliphilus denitrificans,strain=I51,,latest,Complete Genome,Major,Full,27/11/2020,ASM1659201v1,,GCF_016592015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/592/015/GCA_016592015.1_ASM1659201v1,,,na,,,,,,,,,,,,,,,,29,27.17
GCA_000024285.1,PRJNA29405,SAMN00001901,,representative genome,521098,405212,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,strain=DSM 446,,latest,Complete Genome,Major,Full,09/09/2009,ASM2428v1,,GCF_000024285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/285/GCA_000024285.1_ASM2428v1,,assembly from type material,na,,,,,,,,,,,,,,,,57,61.08
GCA_000219875.1,PRJNA68273,SAMN02603470,,na,1048834,405212,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1,strain=Tc-4-1,,latest,Complete Genome,Major,Full,05/07/2011,ASM21987v1,,GCF_000219875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/875/GCA_000219875.1_ASM21987v1,,,na,,,,,,,,,,,,,,,,57,60.77
GCA_022674245.1,PRJNA751022,SAMN20503121,,representative genome,1450,1450,Alicyclobacillus acidoterrestris,strain=DSM 3922,,latest,Complete Genome,Major,Full,22/03/2022,ASM2267424v1,,GCF_022674245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/674/245/GCA_022674245.1_ASM2267424v1,,assembly from type material,na,,,,,,,,,,,,,,,,47,44.37
GCA_028751525.1,PRJNA689874,SAMN17221417,,representative genome,1457,1457,Alicyclobacillus cycloheptanicus,strain=SCH,,latest,Complete Genome,Major,Full,21/02/2023,ASM2875152v1,,GCF_028751525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/751/525/GCA_028751525.1_ASM2875152v1,,assembly from type material,na,,,,,,,,,,,,,,,,45,43.83
GCA_026651875.1,PRJNA875243,SAMN30609215,,representative genome,392011,392011,Alicyclobacillus fastidiosus,strain=DSM 17978,,latest,Complete Genome,Major,Full,05/12/2022,ASM2665187v1,,GCF_026651875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/651/875/GCA_026651875.1_ASM2665187v1,,assembly from type material,na,,,,,,,,,,,,,,,,45,44.01
GCA_029166985.1,PRJNA939427,SAMN33476290,,na,392011,392011,Alicyclobacillus fastidiosus,strain=Alicyclobacillus fastidiosus KKP 3000,,latest,Complete Genome,Major,Full,11/03/2023,ASM2916698v1,,GCF_029166985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/166/985/GCA_029166985.1_ASM2916698v1,,,na,,,,,,,,,,,,,,,,45,43.57
GCA_003942025.1,PRJNA507474,SAMN10496237,,na,40269,40269,Aliivibrio salmonicida,strain=VS224,,latest,Complete Genome,Major,Full,12/12/2018,ASM394202v1,,GCF_003942025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/025/GCA_003942025.1_ASM394202v1,,,na,,,,,,,,,,,,,,,,15,30.51
GCA_000196495.1,PRJEA30703,SAMEA1705917,,representative genome,316275,40269,Aliivibrio salmonicida LFI1238,strain=LFI1238,,latest,Complete Genome,Major,Full,01/10/2008,ASM19649v1,,GCF_000196495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/495/GCA_000196495.1_ASM19649v1,,,na,,,,,,,,,,,,,,,,15,30.71
GCA_000953695.1,PRJEB6963,SAMEA2735904,,na,80852,80852,Aliivibrio wodanis,,,latest,Complete Genome,Major,Full,30/09/2014,AWOD1,,GCF_000953695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/695/GCA_000953695.1_AWOD1,missing strain identifier,,na,,,,,,,,,,,,,,,,14,30.49
GCA_000025485.1,PRJNA32547,SAMN02598487,,representative genome,572477,1049,Allochromatium vinosum DSM 180,strain=DSM 180,,latest,Complete Genome,Major,Full,16/02/2010,ASM2548v1,,GCF_000025485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/485/GCA_000025485.1_ASM2548v1,,assembly from type material,na,,,,,,,,,,,,,,,,25,58.38
GCA_012222965.1,PRJNA529072,SAMN11254735,,representative genome,1085647,1085647,Allofrancisella inopinata,strain=SYSU YG23,,latest,Complete Genome,Major,Full,09/04/2020,ASM1222296v1,,GCF_012222965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/222/965/GCA_012222965.1_ASM1222296v1,,assembly from type material,na,,,,,,,,,,,,,,,,30,32.74
GCA_000014225.1,PRJNA13454,SAMN02598305,,na,342610,288,Pseudoalteromonas atlantica T6c,strain=T6c,,latest,Complete Genome,Major,Full,28/06/2006,ASM1422v1,,GCF_000014225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/225/GCA_000014225.1_ASM1422v1,unverified source organism,,na,,,,,,,,,,,,,,,,21,18.72
GCA_000730385.1,PRJNA246143,SAMN02743545,,representative genome,589873,589873,Alteromonas australica,strain=H 17,,latest,Complete Genome,Major,Full,17/07/2014,ASM73038v1,,GCF_000730385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/385/GCA_000730385.1_ASM73038v1,,assembly from type material,na,,,,,,,,,,,,,,,,25,22.67
GCA_000934525.1,PRJNA246140,SAMN02743544,,na,589873,589873,Alteromonas australica,strain=DE170,,latest,Complete Genome,Major,Full,25/02/2015,ASM93452v1,,GCF_000934525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/525/GCA_000934525.1_ASM93452v1,,,na,,,,,,,,,,,,,,,,25,23.88
GCA_004328865.1,PRJNA326207,SAMN05271512,,representative genome,227,227,Pseudoalteromonas carrageenovora,strain=KCTC 22325,,latest,Complete Genome,Major,Full,06/03/2019,ASM432886v1,,GCF_004328865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/328/865/GCA_004328865.1_ASM432886v1,,,na,,,,,,,,,,,,,,,,21,19.08
GCA_005877035.1,PRJNA544130,SAMN11811722,,representative genome,77608,77608,Pseudoalteromonas distincta,strain=16-SW-7,,latest,Complete Genome,Major,Full,28/05/2019,ASM587703v1,,GCF_005877035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/877/035/GCA_005877035.1_ASM587703v1,,,na,,,,,,,,,,,,,,,,25,19.65
GCA_001750165.1,PRJNA312897,SAMN04508262,,na,43657,43657,Pseudoalteromonas luteoviolacea,strain=S4054249,,latest,Complete Genome,Major,Full,30/09/2016,ASM175016v1,,GCF_001750165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/165/GCA_001750165.1_ASM175016v1,,,na,,,,,,,,,,,,,,,,25,21.42
GCA_001750185.1,PRJNA312897,SAMN04508260,,na,43657,43657,Pseudoalteromonas luteoviolacea,strain=S4054,,latest,Complete Genome,Major,Full,30/09/2016,ASM175018v1,,GCF_001750185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/185/GCA_001750185.1_ASM175018v1,,,na,,,,,,,,,,,,,,,,25,21.44
GCA_001750405.1,PRJNA312897,SAMN04508261,,na,43657,43657,Pseudoalteromonas luteoviolacea,strain=S40542,,latest,Complete Genome,Major,Full,30/09/2016,ASM175040v1,,GCF_001750405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/405/GCA_001750405.1_ASM175040v1,,,na,,,,,,,,,,,,,,,,25,21.44
GCA_001562235.1,PRJNA307085,SAMN04372246,,na,28108,28108,Alteromonas macleodii,strain=D7,,latest,Complete Genome,Major,Full,17/02/2016,ASM156223v1,,GCF_001562235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/235/GCA_001562235.1_ASM156223v1,,,na,,,,,,,,,,,,,,,,23,24.59
GCA_001578515.1,PRJNA288688,SAMN03835502,,na,28108,28108,Alteromonas macleodii,strain=HOT1A3,,latest,Complete Genome,Major,Full,02/03/2016,ASM157851v1,,GCF_001578515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/515/GCA_001578515.1_ASM157851v1,,,na,,,,,,,,,,,,,,,,23,22.92
GCA_002849875.1,PRJNA355640,SAMN06093175,,representative genome,28108,28108,Alteromonas macleodii,strain=Te101,,latest,Complete Genome,Major,Full,03/01/2018,ASM284987v1,,GCF_002849875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/849/875/GCA_002849875.1_ASM284987v1,,,na,,,,,,,,,,,,,,,,23,22.13
GCA_023805395.1,PRJNA838066,SAMN28402784,,na,28108,28108,Alteromonas macleodii,strain=QZ9-9,,latest,Complete Genome,Major,Full,19/06/2022,ASM2380539v1,,GCF_023805395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/395/GCA_023805395.1_ASM2380539v1,,,na,,,,,,,,,,,,,,,,23,21.26
GCA_901446615.2,PRJEB32335,SAMEA5587610,,na,28108,28108,Alteromonas macleodii,,Alteromonas macleodii BGP6,latest,Complete Genome,Major,Full,27/10/2022,ASM90144661v2,,GCF_901446615.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/446/615/GCA_901446615.2_ASM90144661v2,,,na,,,,,,,,,,,,,,,,23,22.66
GCA_901446755.2,PRJEB32335,SAMEA5587609,,na,28108,28108,Alteromonas macleodii,,Alteromonas macleodii 83-1,latest,Complete Genome,Major,Full,14/09/2022,ASM90144675v2,,GCF_901446755.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/446/755/GCA_901446755.2_ASM90144675v2,,,na,,,,,,,,,,,,,,,,23,22.67
GCA_901457775.2,PRJEB32335,SAMEA5587611,,na,28108,28108,Alteromonas macleodii,,Alteromonas macleodii BGP9,latest,Complete Genome,Major,Full,27/10/2022,ASM90145777v2,,GCF_901457775.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/457/775/GCA_901457775.2_ASM90145777v2,,,na,,,,,,,,,,,,,,,,23,22.66
GCA_901457785.2,PRJEB32335,SAMEA5587612,,na,28108,28108,Alteromonas macleodii,,Alteromonas macleodii BGP14,latest,Complete Genome,Major,Full,27/10/2022,ASM90145778v2,,GCF_901457785.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/457/785/GCA_901457785.2_ASM90145778v2,,,na,,,,,,,,,,,,,,,,23,22.67
GCA_901457815.2,PRJEB32335,SAMEA5587614,,na,28108,28108,Alteromonas macleodii,,Alteromonas macleodii EZ55,latest,Complete Genome,Major,Full,27/10/2022,ASM90145781v2,,GCF_901457815.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/457/815/GCA_901457815.2_ASM90145781v2,,,na,,,,,,,,,,,,,,,,23,22.81
GCA_901457835.2,PRJEB32335,SAMEA5587613,,na,28108,28108,Alteromonas macleodii,,Alteromonas macleodii MIT1002,latest,Complete Genome,Major,Full,27/10/2022,ASM90145783v2.txt,,GCF_901457835.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/457/835/GCA_901457835.2_ASM90145783v2.txt,,,na,,,,,,,,,,,,,,,,23,23.85
GCA_000172635.2,PRJNA29793,SAMN02603229,,na,529120,28108,Alteromonas macleodii ATCC 27126,strain=ATCC 27126,,latest,Complete Genome,Major,Full,21/09/2012,ASM17263v2,,GCF_000172635.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/635/GCA_000172635.2_ASM17263v2,,assembly from type material,na,,,,,,,,,,,,,,,,23,21.5
GCA_000299995.1,PRJNA65401,SAMN02604118,,na,1004785,28108,Alteromonas macleodii str. 'Black Sea 11',strain=Black Sea 11,,latest,Complete Genome,Major,Full,28/09/2012,ASM29999v1,,GCF_000299995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/995/GCA_000299995.1_ASM29999v1,,,na,,,,,,,,,,,,,,,,23,23.78
GCA_000300175.1,PRJNA65405,SAMN02604120,,na,1004787,28108,Alteromonas macleodii str. 'Balearic Sea AD45',strain=Balearic Sea AD45,,latest,Complete Genome,Major,Full,28/09/2012,ASM30017v1,,GCF_000300175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/175/GCA_000300175.1_ASM30017v1,,,na,,,,,,,,,,,,,,,,23,22.44
GCA_000299955.1,PRJNA65407,SAMN02604121,,na,1004788,28108,Alteromonas macleodii str. 'English Channel 673',strain=English Channel 673,,latest,Complete Genome,Major,Full,28/09/2012,ASM29995v1,,GCF_000299955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/955/GCA_000299955.1_ASM29995v1,,,na,,,,,,,,,,,,,,,,23,21.56
GCA_001562295.1,PRJNA307085,SAMN04390199,,na,314275,314275,Alteromonas mediterranea,strain=U10,,latest,Complete Genome,Major,Full,17/02/2016,ASM156229v1,,GCF_001562295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/295/GCA_001562295.1_ASM156229v1,,,na,,,,,,,,,,,,,,,,23,24.04
GCA_001562315.1,PRJNA307085,SAMN04390198,,na,314275,314275,Alteromonas mediterranea,strain=UM8,,latest,Complete Genome,Major,Full,17/02/2016,ASM156231v1,,GCF_001562315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/315/GCA_001562315.1_ASM156231v1,,,na,,,,,,,,,,,,,,,,23,23.97
GCA_001886395.1,PRJNA352689,SAMN05991972,,na,314275,314275,Alteromonas mediterranea,strain=CP48,,latest,Complete Genome,Major,Full,28/11/2016,ASM188639v1,,GCF_001886395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/395/GCA_001886395.1_ASM188639v1,,,na,,,,,,,,,,,,,,,,23,21.49
GCA_001886415.1,PRJNA352689,SAMN05991973,,na,314275,314275,Alteromonas mediterranea,strain=CP49,,latest,Complete Genome,Major,Full,28/11/2016,ASM188641v1,,GCF_001886415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/415/GCA_001886415.1_ASM188641v1,,,na,,,,,,,,,,,,,,,,23,21.12
GCA_001886435.1,PRJNA352689,SAMN05991974,,representative genome,314275,314275,Alteromonas mediterranea,strain=RG65,,latest,Complete Genome,Major,Full,28/11/2016,ASM188643v1,,GCF_001886435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/435/GCA_001886435.1_ASM188643v1,,,na,,,,,,,,,,,,,,,,23,22.17
GCA_001886455.1,PRJNA352689,SAMN05991969,,na,314275,314275,Alteromonas mediterranea,strain=AR43,,latest,Complete Genome,Major,Full,28/11/2016,ASM188645v1,,GCF_001886455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/455/GCA_001886455.1_ASM188645v1,,,na,,,,,,,,,,,,,,,,23,21.53
GCA_006517095.1,PRJNA549263,SAMN12078919,,na,314275,314275,Alteromonas mediterranea,strain=PT11,,latest,Complete Genome,Major,Full,30/06/2019,ASM651709v1,,GCF_006517095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/517/095/GCA_006517095.1_ASM651709v1,,,na,,,,,,,,,,,,,,,,23,21.44
GCA_006517115.1,PRJNA549263,SAMN12078926,,na,314275,314275,Alteromonas mediterranea,strain=PT15,,latest,Complete Genome,Major,Full,30/06/2019,ASM651711v1,,GCF_006517115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/517/115/GCA_006517115.1_ASM651711v1,,,na,,,,,,,,,,,,,,,,23,21.56
GCA_009759785.1,PRJNA549263,SAMN12078942,,na,314275,314275,Alteromonas mediterranea,strain=AltCH17,,latest,Complete Genome,Major,Full,17/12/2019,ASM975978v1,,GCF_009759785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/759/785/GCA_009759785.1_ASM975978v1,,,na,,,,,,,,,,,,,,,,23,20.8
GCA_000310085.1,PRJNA65403,SAMN02604119,,na,1004786,314275,Alteromonas mediterranea DE1,strain=AltDE1,,latest,Complete Genome,Major,Full,06/11/2012,ASM31008v1,,GCF_000310085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/085/GCA_000310085.1_ASM31008v1,,,na,,,,,,,,,,,,,,,,23,23.78
GCA_000439475.1,PRJNA192229,SAMN02604124,,na,1300253,314275,Alteromonas mediterranea 615,strain=English Channel 615,,latest,Complete Genome,Major,Full,08/07/2013,ASM43947v1,,GCF_000439475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/475/GCA_000439475.1_ASM43947v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,23,23.36
GCA_000439495.1,PRJNA191599,SAMN02604122,,na,1300254,314275,Alteromonas mediterranea MED64,strain=MED64,,latest,Complete Genome,Major,Full,08/07/2013,ASM43949v1,,GCF_000439495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/495/GCA_000439495.1_ASM43949v1,,,na,,,,,,,,,,,,,,,,23,23.49
GCA_000439535.1,PRJNA192694,SAMN02604128,,na,1300256,314275,Alteromonas mediterranea U7,strain=U7,,latest,Complete Genome,Major,Full,08/07/2013,ASM43953v1,,GCF_000439535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/535/GCA_000439535.1_ASM43953v1,,,na,,,,,,,,,,,,,,,,23,23.53
GCA_000439555.1,PRJNA192230,SAMN02604125,,na,1300257,314275,Alteromonas mediterranea U8,strain=U8,,latest,Complete Genome,Major,Full,08/07/2013,ASM43955v1,,GCF_000439555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/555/GCA_000439555.1_ASM43955v1,contaminated,,na,,,,,,,,,,,,,,,,23,23.43
GCA_000439575.1,PRJNA192231,SAMN02604126,,na,1300258,314275,Alteromonas mediterranea UM7,strain=UM7,,latest,Complete Genome,Major,Full,08/07/2013,ASM43957v1,,GCF_000439575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/575/GCA_000439575.1_ASM43957v1,,,na,,,,,,,,,,,,,,,,23,23.53
GCA_000439595.1,PRJNA192232,SAMN02604127,,na,1300259,314275,Alteromonas mediterranea UM4b,strain=UM4b,,latest,Complete Genome,Major,Full,08/07/2013,ASM43959v1,,GCF_000439595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/595/GCA_000439595.1_ASM43959v1,,,na,,,,,,,,,,,,,,,,23,23.46
GCA_000020585.3,PRJNA13374,SAMN02603915,,na,1774373,314275,Alteromonas mediterranea DE,strain=DE,,latest,Complete Genome,Major,Full,13/09/2013,ASM2058v3,,GCF_000020585.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/585/GCA_000020585.3_ASM2058v3,,assembly from type material,na,,,,,,,,,,,,,,,,23,23.35
GCA_002221505.1,PRJNA196219,SAMN03380226,,representative genome,28109,28109,Pseudoalteromonas nigrifaciens,strain=KMM 661,,latest,Complete Genome,Major,Full,19/07/2017,ASM222150v1,,GCF_002221505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/221/505/GCA_002221505.1_ASM222150v1,,assembly from type material,na,,,,,,,,,,,,,,,,24,19.77
GCA_002157365.2,PRJNA381311,SAMN06673971,,na,24,24,Shewanella putrefaciens,strain=SA70,,latest,Complete Genome,Major,Full,14/07/2021,ASM215736v2,,GCF_002157365.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/365/GCA_002157365.2_ASM215736v2,,,na,,,,,,,,,,,,,,,,27,24.52
GCA_003044255.1,PRJNA422021,SAMN08180388,,na,24,24,Shewanella putrefaciens,strain=WS13,,latest,Complete Genome,Major,Full,08/04/2018,ASM304425v1,,GCF_003044255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/044/255/GCA_003044255.1_ASM304425v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,27,26.71
GCA_009730575.1,PRJNA231221,SAMN11056396,,na,24,24,Shewanella putrefaciens,strain=FDAARGOS_681,,latest,Complete Genome,Major,Full,05/12/2019,ASM973057v1,,GCF_009730575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/730/575/GCA_009730575.1_ASM973057v1,,,na,,,,,,,,,,,,,,,,27,27.65
GCA_017068195.1,PRJNA702878,SAMN17981346,,na,24,24,Shewanella putrefaciens,strain=XY07,,latest,Complete Genome,Major,Full,28/02/2021,ASM1706819v1,,GCF_017068195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/068/195/GCA_017068195.1_ASM1706819v1,,,na,,,,,,,,,,,,,,,,27,27.12
GCA_019599085.1,PRJNA752807,SAMN20607798,,na,24,24,Shewanella putrefaciens,strain=YZ08,,latest,Complete Genome,Major,Full,15/08/2021,ASM1959908v1,,GCF_019599085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/599/085/GCA_019599085.1_ASM1959908v1,,,na,,,,,,,,,,,,,,,,27,22.29
GCA_019599125.1,PRJNA752807,SAMN20608154,,na,24,24,Shewanella putrefaciens,strain=YZ-J,,latest,Complete Genome,Major,Full,15/08/2021,ASM1959912v1,,GCF_019599125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/599/125/GCA_019599125.1_ASM1959912v1,,,na,,,,,,,,,,,,,,,,27,27.13
GCA_025402875.1,PRJNA881029,SAMN30884599,,representative genome,24,24,Shewanella putrefaciens,strain=4H,,latest,Complete Genome,Major,Full,26/09/2022,ASM2540287v1,,GCF_025402875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/402/875/GCA_025402875.1_ASM2540287v1,,,na,,,,,,,,,,,,,,,,27,27.09
GCA_900636665.1,PRJEB6403,SAMEA3724093,,na,24,24,Shewanella putrefaciens,strain=NCTC12093,,latest,Complete Genome,Major,Full,20/12/2018,43781_G01,,GCF_900636665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/665/GCA_900636665.1_43781_G01,,,na,,,,,,,,,,,,,,,,27,24.06
GCA_001482385.1,PRJNA305221,SAMN04320552,,na,43658,43658,Pseudoalteromonas rubra,strain=SCSIO 6842,,latest,Complete Genome,Major,Full,24/12/2015,ASM148238v1,,GCF_001482385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/482/385/GCA_001482385.1_ASM148238v1,,,na,,,,,,,,,,,,,,,,23,22.9
GCA_005886805.2,PRJNA242743,SAMN08093571,,na,43658,43658,Pseudoalteromonas rubra,strain=S4059,,latest,Complete Genome,Major,Full,23/11/2020,ASM588680v2,,GCF_005886805.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/886/805/GCA_005886805.2_ASM588680v2,,,na,,,,,,,,,,,,,,,,23,22.75
GCA_001562115.1,PRJNA307085,SAMN04372255,,na,233316,233316,Alteromonas stellipolaris,strain=LMG 21861,,latest,Complete Genome,Major,Full,17/02/2016,ASM156211v1,,GCF_001562115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/115/GCA_001562115.1_ASM156211v1,unverified source organism; not used as type,,na,,,,,,,,,,,,,,,,21,22.05
GCA_001562195.1,PRJNA307085,SAMN04372247,,representative genome,233316,233316,Alteromonas stellipolaris,strain=R10SW13,,latest,Complete Genome,Major,Full,17/02/2016,ASM156219v1,,GCF_001562195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/195/GCA_001562195.1_ASM156219v1,,assembly from synonym type material,na,,,,,,,,,,,,,,,,21,22.12
GCA_001632765.1,PRJNA319005,SAMN04874702,,na,233316,233316,Alteromonas stellipolaris,strain=PQQ-42,,latest,Complete Genome,Major,Full,27/04/2016,ASM163276v1,,GCF_001632765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/765/GCA_001632765.1_ASM163276v1,,,na,,,,,,,,,,,,,,,,21,21.57
GCA_001632825.1,PRJNA319007,SAMN04874701,,na,233316,233316,Alteromonas stellipolaris,strain=PQQ-44,,latest,Complete Genome,Major,Full,27/04/2016,ASM163282v1,,GCF_001632825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/825/GCA_001632825.1_ASM163282v1,,,na,,,,,,,,,,,,,,,,21,21.24
GCA_001433715.1,PRJNA296407,SAMN04098991,,na,1160720,233316,Alteromonas stellipolaris LMG 21856,strain=LMG 21856,,latest,Complete Genome,Major,Full,06/11/2015,ASM143371v1,,GCF_001433715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/715/GCA_001433715.1_ASM143371v1,,,na,,,,,,,,,,,,,,,,21,21.14
GCA_002310835.1,PRJNA196225,SAMN03380228,,representative genome,43659,43659,Pseudoalteromonas tetraodonis,strain=GFC,,latest,Complete Genome,Major,Full,18/09/2017,ASM231083v1,,GCF_002310835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/835/GCA_002310835.1_ASM231083v1,,assembly from type material,na,,,,,,,,,,,,,,,,24,20.56
GCA_000024605.1,PRJNA12390,SAMN02598268,,representative genome,429009,42838,Ammonifex degensii KC4,strain=KC4,,latest,Complete Genome,Major,Full,08/10/2009,ASM2460v1,,GCF_000024605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/605/GCA_000024605.1_ASM2460v1,,assembly from type material,na,,,,,,,,,,,,,,,,70,91.22
GCA_016592435.1,PRJDB1574,SAMD00067078,,na,1278309,452627,Amphritea japonica ATCC BAA-1530,strain=ATCC BAA-1530,,latest,Complete Genome,Major,Full,09/12/2020,ASM1659243v1,,GCF_016592435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/592/435/GCA_016592435.1_ASM1659243v1,,assembly from type material,na,,,,,,,,,,,,,,,,20,35.41
GCA_000220945.1,PRJNA43503,SAMN02604164,,na,713604,33910,Amycolatopsis mediterranei S699,strain=S699,,latest,Complete Genome,Major,Full,19/07/2011,ASM22094v1,,GCF_000220945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/945/GCA_000220945.1_ASM22094v1,,assembly from type material,na,,,,,,,,,,,,,,,,27,33.9
