assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_001593785.1,PRJNA230904,SAMN04565866,,na,1434324,1390,Bacillus amyloliquefaciens UMAF6614,strain=UMAF6614,,latest,Complete Genome,Major,Full,18/03/2016,ASM159378v1,CBGP,GCF_001593785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/785/GCA_001593785.1_ASM159378v1,,,na,31,34.32,0.07117,0.06668,0.03375,0.00998,0.04409,0.0723,0.09618,0.08154,0.03685,0.05181,0.0081,0.03701,0.07178,0.02298,0.0691,0.02773,0.04468,0.03794,0.06213,0.0542,0,0,0,0,0,0,0
GCA_001683235.1,PRJNA295544,SAMN04075683,,na,1392,1392,Bacillus anthracis,strain=PR08,,latest,Complete Genome,Major,Full,11/07/2016,ASM168323v1,University of Illinois at Urbana-Champaign,GCF_001683235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/235/GCA_001683235.1_ASM168323v1,,,na,37,47.87,0.08079,0.07299,0.03707,0.01028,0.03721,0.07528,0.09498,0.06744,0.04602,0.04649,0.00838,0.03688,0.06709,0.02115,0.07394,0.02866,0.04683,0.03423,0.05789,0.05639,0,0,0,0,0,0,0
GCA_028994175.1,PRJNA937333,SAMN33402983,,na,412384,412384,Priestia aryabhattai,strain=G5MAi6,,latest,Complete Genome,Major,Full,05/03/2023,ASM2899417v1,The Independent Schools Foundation Academy,GCF_028994175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/994/175/GCA_028994175.1_ASM2899417v1,,,na,29,41.49,0.07524,0.07295,0.036,0.01021,0.03769,0.07156,0.09814,0.07197,0.04262,0.04752,0.00761,0.04024,0.06716,0.02243,0.07143,0.02726,0.04543,0.03513,0.0637,0.0557,0,0,0,0,0,0,0
GCA_000165925.1,PRJNA46075,SAMN01816415,,na,720555,1452,Bacillus atrophaeus 1942,strain=1942,,latest,Complete Genome,Major,Full,02/11/2010,ASM16592v1,Transformational Medical Technologies Program,GCF_000165925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/925/GCA_000165925.1_ASM16592v1,,,na,29,36.23,0.07347,0.06744,0.0347,0.01007,0.04056,0.0731,0.09687,0.0764,0.03988,0.05162,0.00791,0.03859,0.06946,0.02263,0.07087,0.02762,0.04475,0.03658,0.06306,0.05446,0,0,0,0,0,0,0
GCA_000756615.1,PRJNA259665,SAMN03010338,,representative genome,44251,44251,Paenibacillus durus,strain=DSM 1735,,latest,Complete Genome,Major,Full,22/09/2014,ASM75661v1,Cornell University,GCF_000756615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/615/GCA_000756615.1_ASM75661v1,,assembly from type material,na,30,47.08,0.06658,0.06907,0.03468,0.01158,0.05369,0.06932,0.10285,0.08457,0.03693,0.05076,0.00831,0.03565,0.07738,0.0202,0.05391,0.0271,0.04033,0.04106,0.0644,0.05163,0,0,0,0,0,0,0
GCA_000832765.1,PRJNA238242,SAMN03085852,,na,1396,1396,Bacillus cereus,strain=3a,,latest,Complete Genome,Major,Full,05/02/2015,ASM83276v1,Los Alamos National Laboratory,GCF_000832765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/765/GCA_000832765.1_ASM83276v1,,,na,30,46.7,0.08094,0.07208,0.03731,0.01017,0.03712,0.0753,0.09445,0.06673,0.04712,0.04671,0.00835,0.03716,0.06668,0.02108,0.0747,0.02815,0.04669,0.0344,0.05824,0.05663,0,0,0,0,0,0,0
GCA_003568565.1,PRJNA398721,SAMN07515795,,na,1396,1396,Bacillus cereus,strain=HBL-AI,,latest,Complete Genome,Major,Full,11/09/2017,ASM356856v1,Hebei University,GCF_003568565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/568/565/GCA_003568565.1_ASM356856v1,contaminated,,na,30,46.6,0.0808,0.07163,0.03771,0.01034,0.03687,0.07524,0.09466,0.06574,0.04785,0.04671,0.0084,0.03749,0.06672,0.02093,0.07515,0.02799,0.04679,0.03423,0.05873,0.05601,0,0,0,0,0,0,0
GCA_016727405.1,PRJNA231221,SAMN16357253,,na,1396,1396,Bacillus cereus,strain=FDAARGOS_1084,,latest,Complete Genome,Major,Full,20/01/2021,ASM1672740v1,US Food and Drug Administration,GCF_016727405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/727/405/GCA_016727405.1_ASM1672740v1,contaminated,,na,30,47.69,0.08096,0.07245,0.0374,0.0102,0.03666,0.07555,0.0952,0.06638,0.04671,0.04664,0.00818,0.03753,0.0675,0.02103,0.07438,0.02796,0.04661,0.03432,0.05823,0.05611,0,0,0,0,0,0,0
GCA_018309125.1,PRJNA719321,SAMN18603837,,na,1396,1396,Bacillus cereus,strain=BC06,,latest,Complete Genome,Major,Full,07/05/2021,ASM1830912v1,Shanghai Jiao Tong University,GCF_018309125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/309/125/GCA_018309125.1_ASM1830912v1,,,na,30,47.6,0.08108,0.07274,0.03701,0.01007,0.03695,0.07555,0.09493,0.06722,0.04609,0.04616,0.0083,0.03704,0.06726,0.02121,0.07464,0.0284,0.04682,0.03426,0.0579,0.05638,0,0,0,0,0,0,0
GCA_021655295.1,PRJDB9236,SAMD00203340,,na,1396,1396,Bacillus cereus,strain=30048,,latest,Complete Genome,Major,Full,27/12/2021,ASM2165529v1,"Division of Infection and Immunity, Research Center for Zoonosis Control, Hokkaido University",GCF_021655295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/295/GCA_021655295.1_ASM2165529v1,contaminated,,na,30,46.92,0.08031,0.07198,0.03779,0.01025,0.03715,0.07577,0.09434,0.06569,0.04755,0.04725,0.00833,0.03759,0.06688,0.02086,0.07562,0.02786,0.04626,0.03429,0.05825,0.05598,0,0,0,0,0,0,0
GCA_026684175.1,PRJNA905919,SAMN31888295,,na,1396,1396,Bacillus cereus,strain=NW6,,latest,Complete Genome,Major,Full,06/12/2022,ASM2668417v1,Shaanxi Normal University,GCF_026684175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/684/175/GCA_026684175.1_ASM2668417v1,,,na,30,49.03,0.08115,0.07217,0.03741,0.01016,0.03726,0.07631,0.09539,0.06626,0.04669,0.04666,0.00834,0.0371,0.06616,0.02114,0.07456,0.02831,0.04705,0.03385,0.05811,0.05591,0,0,0,0,0,0,0
GCA_000239195.1,PRJNA15716,SAMN02603249,,na,347495,1396,Bacillus cereus F837/76,strain=F837/76,,latest,Complete Genome,Major,Full,21/12/2011,ASM23919v1,Genoscope,GCF_000239195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/195/GCA_000239195.1_ASM23919v1,,,na,30,47.51,0.08111,0.07258,0.03706,0.01015,0.03696,0.07553,0.09485,0.06722,0.04642,0.04648,0.00833,0.03692,0.0672,0.02115,0.07442,0.02838,0.04689,0.03415,0.058,0.0562,0,0,0,0,0,0,0
GCA_000021785.1,PRJNA17711,SAMN02604057,,na,405535,1396,Bacillus cereus AH820,strain=AH820,,latest,Complete Genome,Major,Full,19/12/2008,ASM2178v1,TIGR,GCF_000021785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/785/GCA_000021785.1_ASM2178v1,,,na,30,47.35,0.08072,0.07196,0.03741,0.01022,0.0374,0.07557,0.09477,0.06671,0.0466,0.04669,0.00839,0.03718,0.06666,0.02115,0.07485,0.0284,0.04681,0.03415,0.05803,0.05627,0,0,0,0,5.00E-05,0,0
GCA_013267435.1,PRJNA231221,SAMN11056498,,representative genome,1397,1397,Niallia circulans,strain=FDAARGOS_783,,latest,Complete Genome,Major,Full,04/06/2020,ASM1326743v1,US Food and Drug Administration,GCF_013267435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/267/435/GCA_013267435.1_ASM1326743v1,,,na,32,50.16,0.08535,0.06541,0.03763,0.01054,0.03735,0.07639,0.09838,0.06664,0.04776,0.04947,0.00693,0.03675,0.06486,0.01965,0.07508,0.02686,0.04599,0.03384,0.06104,0.05407,0,0,0,0,0,0,0
GCA_000009825.1,PRJNA13291,SAMD00061074,,na,66692,79880,Alkalihalobacillus clausii KSM-K16,strain=KSM-K16,,latest,Complete Genome,Major,Full,30/12/2004,ASM982v1,"Kao Corporation, Biological Science Laboratories, Japan",GCF_000009825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/825/GCA_000009825.1_ASM982v1,,,na,31,42.6,0.06688,0.07248,0.03329,0.01098,0.0445,0.07428,0.10059,0.08791,0.03727,0.04978,0.00776,0.04012,0.07196,0.02264,0.05767,0.02703,0.04455,0.03851,0.05668,0.05514,0,0,0,0,0,0,0
GCA_001870065.1,PRJNA343340,SAMN05817827,,na,1398,1398,Weizmannia coagulans,strain=BC-HY1,,latest,Complete Genome,Major,Full,07/11/2016,ASM187006v1,Beijing University of Agriculture,GCF_001870065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/065/GCA_001870065.1_ASM187006v1,,,na,37,40.17,0.07104,0.06927,0.0342,0.01023,0.04666,0.07188,0.09713,0.08206,0.03915,0.04884,0.00834,0.03551,0.07245,0.02186,0.07228,0.02778,0.04551,0.03843,0.0552,0.05219,0,0,0,0,0,0,0
GCA_002250055.1,PRJNA357928,SAMN06162173,,representative genome,33932,33932,Sutcliffiella cohnii,strain=DSM 6307,,latest,Complete Genome,Major,Full,14/08/2017,ASM225005v1,Kyungpook National University,GCF_002250055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/055/GCA_002250055.1_ASM225005v1,,assembly from type material,na,31,54.41,0.08135,0.07262,0.037,0.01051,0.03861,0.07746,0.09804,0.06381,0.04805,0.04823,0.00691,0.03662,0.06591,0.02062,0.06942,0.02634,0.04716,0.03496,0.06067,0.0557,0,0,0,0,0,0,0
GCA_000017425.1,PRJNA13624,SAMN02598310,,na,315749,580165,Bacillus cytotoxicus NVH 391-98,strain=NVH 391-98,,latest,Complete Genome,Major,Full,17/07/2007,ASM1742v1,US DOE Joint Genome Institute,GCF_000017425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/425/GCA_000017425.1_ASM1742v1,,assembly from type material,na,35,49.44,0.08106,0.07143,0.03718,0.00983,0.03991,0.07621,0.09467,0.06865,0.04354,0.04563,0.00844,0.03973,0.06629,0.02251,0.07473,0.02906,0.04611,0.03438,0.05581,0.05484,0,0,0,0,0,0,0
GCA_002250925.2,PRJNA394959,SAMN07367961,,na,580165,580165,Bacillus cytotoxicus,strain=CH_23,,latest,Complete Genome,Major,Full,18/05/2018,ASM225092v2,University of Zurich,GCF_002250925.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/925/GCA_002250925.2_ASM225092v2,,,na,35,49.63,0.08091,0.0709,0.03737,0.00984,0.04048,0.07662,0.09437,0.06787,0.04406,0.04596,0.00854,0.03969,0.06564,0.02228,0.07545,0.02892,0.04612,0.03414,0.05585,0.05499,0,0,0,0,0,0,0
GCA_002250945.2,PRJNA394959,SAMN07367959,,representative genome,580165,580165,Bacillus cytotoxicus,strain=CH_13,,latest,Complete Genome,Major,Full,18/05/2018,ASM225094v2,University of Zurich,GCF_002250945.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/945/GCA_002250945.2_ASM225094v2,,,na,35,49.59,0.0811,0.07134,0.03735,0.0098,0.03998,0.07612,0.09476,0.0681,0.04392,0.0456,0.00852,0.03967,0.06602,0.02236,0.07492,0.02898,0.04633,0.03431,0.05593,0.05489,0,0,0,0,0,0,0
GCA_002250965.2,PRJNA394959,SAMN07367958,,na,580165,580165,Bacillus cytotoxicus,strain=CH_4,,latest,Complete Genome,Major,Full,18/05/2018,ASM225096v2,University of Zurich,GCF_002250965.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/965/GCA_002250965.2_ASM225096v2,,,na,35,49.91,0.08108,0.07111,0.03745,0.00985,0.04027,0.07621,0.09483,0.06757,0.04388,0.04583,0.0086,0.03963,0.06576,0.02231,0.07518,0.02876,0.04634,0.03414,0.05625,0.05498,0,0,0,0,0,0,0
GCA_002251005.2,PRJNA394959,SAMN07367964,,na,580165,580165,Bacillus cytotoxicus,strain=CH_39,,latest,Complete Genome,Major,Full,18/05/2018,ASM225100v2,University of Zurich,GCF_002251005.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/005/GCA_002251005.2_ASM225100v2,,,na,35,49.75,0.08097,0.07106,0.03744,0.00992,0.04034,0.07627,0.09463,0.06754,0.04397,0.0459,0.00859,0.03965,0.06574,0.02222,0.07531,0.02878,0.04632,0.03415,0.05619,0.05502,0,0,0,0,0,0,0
GCA_002251025.2,PRJNA394959,SAMN07367960,,na,580165,580165,Bacillus cytotoxicus,strain=CH_15,,latest,Complete Genome,Major,Full,18/05/2018,ASM225102v2,University of Zurich,GCF_002251025.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/025/GCA_002251025.2_ASM225102v2,,,na,35,49.91,0.08108,0.07111,0.03745,0.00985,0.04027,0.07621,0.09483,0.06757,0.04388,0.04583,0.0086,0.03963,0.06576,0.02231,0.07518,0.02876,0.04634,0.03414,0.05625,0.05498,0,0,0,0,0,0,0
GCA_002251115.2,PRJNA394959,SAMN07367957,,na,580165,580165,Bacillus cytotoxicus,strain=CH_3,,latest,Complete Genome,Major,Full,18/05/2018,ASM225111v2,University of Zurich,GCF_002251115.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/115/GCA_002251115.2_ASM225111v2,,,na,35,49.73,0.08084,0.071,0.03751,0.00992,0.04035,0.07641,0.09456,0.06742,0.04402,0.04597,0.00857,0.03961,0.06568,0.02215,0.07545,0.02878,0.0463,0.03416,0.05629,0.055,0,0,0,0,0,0,0
GCA_017909015.1,PRJNA684687,SAMN17065812,,na,580165,580165,Bacillus cytotoxicus,strain=SM2.8,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790901v1,Universite Catholique de Louvain,GCF_017909015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/015/GCA_017909015.1_ASM1790901v1,,,na,35,48.95,0.08084,0.07104,0.03721,0.00991,0.04024,0.07625,0.09427,0.06842,0.04382,0.04598,0.00844,0.03962,0.06631,0.02239,0.07489,0.02897,0.04612,0.03431,0.0559,0.05505,0,0,0,0,0,0,0
GCA_017909135.1,PRJNA684687,SAMN17065811,,na,580165,580165,Bacillus cytotoxicus,strain=SM1.1,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790913v1,Universite Catholique de Louvain,GCF_017909135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/135/GCA_017909135.1_ASM1790913v1,,,na,35,48.66,0.08072,0.07099,0.03725,0.00995,0.04028,0.07631,0.09395,0.06832,0.04398,0.04623,0.00847,0.03955,0.06622,0.02234,0.07503,0.02902,0.04609,0.03434,0.05589,0.05507,0,0,0,0,0,0,0
GCA_017909235.1,PRJNA684687,SAMN17065810,,na,580165,580165,Bacillus cytotoxicus,strain=PDT2.12,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790923v1,Universite Catholique de Louvain,GCF_017909235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/235/GCA_017909235.1_ASM1790923v1,,,na,35,49.76,0.08113,0.07105,0.03737,0.0099,0.04024,0.07634,0.0946,0.06819,0.0437,0.04583,0.00849,0.03963,0.06634,0.02245,0.07468,0.02888,0.04611,0.03428,0.05588,0.05492,0,0,0,0,0,0,0
GCA_017909295.1,PRJNA684687,SAMN17065809,,na,580165,580165,Bacillus cytotoxicus,strain=E28.3,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790929v1,Universite Catholique de Louvain,GCF_017909295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/295/GCA_017909295.1_ASM1790929v1,,,na,35,49.83,0.08103,0.07103,0.0375,0.00986,0.04031,0.07628,0.0947,0.06777,0.04383,0.04592,0.00853,0.03964,0.06585,0.0223,0.07517,0.02874,0.04625,0.03422,0.05622,0.05486,0,0,0,0,0,0,0
GCA_017909395.1,PRJNA684687,SAMN17065808,,na,580165,580165,Bacillus cytotoxicus,strain=E17.4,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790939v1,Universite Catholique de Louvain,GCF_017909395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/395/GCA_017909395.1_ASM1790939v1,,,na,35,49.59,0.08125,0.0715,0.03707,0.00979,0.04003,0.07597,0.09485,0.06866,0.04313,0.04549,0.00844,0.03976,0.06655,0.0226,0.07421,0.02898,0.04631,0.03462,0.05584,0.05497,0,0,0,0,0,0,0
GCA_017909435.1,PRJNA684687,SAMN17065807,,na,580165,580165,Bacillus cytotoxicus,strain=E8.1,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790943v1,Universite Catholique de Louvain,GCF_017909435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/435/GCA_017909435.1_ASM1790943v1,,,na,35,49.56,0.08069,0.07117,0.03735,0.00988,0.0403,0.07674,0.09428,0.06785,0.04394,0.04618,0.00839,0.03964,0.06596,0.02215,0.07534,0.02878,0.04602,0.03431,0.05605,0.05496,0,0,0,0,0,0,0
GCA_012275205.1,PRJNA622823,SAMN14544300,,na,1404,1404,Priestia megaterium,strain=S2,,latest,Complete Genome,Major,Full,13/04/2020,ASM1227520v1,NEB,GCF_012275205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/205/GCA_012275205.1_ASM1227520v1,,,na,30,43.66,0.0804,0.0694,0.03508,0.01089,0.0389,0.07128,0.09818,0.06821,0.04666,0.04884,0.00765,0.03597,0.07013,0.02047,0.07127,0.02713,0.0474,0.03692,0.06109,0.05412,0,0,0,0,0,0,0
GCA_023824195.1,PRJNA770896,SAMN22304418,,na,1404,1404,Priestia megaterium,strain=KF18,,latest,Complete Genome,Major,Full,21/06/2022,ASM2382419v1,Huazhong Agricultural University,GCF_023824195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/824/195/GCA_023824195.1_ASM2382419v1,,,na,30,42.54,0.07618,0.07206,0.03616,0.01032,0.03816,0.0715,0.09855,0.07061,0.04269,0.04767,0.00784,0.03987,0.0667,0.02289,0.07192,0.02735,0.04565,0.03531,0.06356,0.05499,0,0,0,0,0,0,0
GCA_000025825.1,PRJNA30165,SAMN02603354,,na,545693,1404,Priestia megaterium QM B1551,strain=QM B1551,,latest,Complete Genome,Major,Full,08/04/2010,ASM2582v1,"Institute for Genome Sciences, University of Maryland School of Medicine",GCF_000025825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/825/GCA_000025825.1_ASM2582v1,,,na,30,42.24,0.0755,0.07268,0.03613,0.01023,0.03799,0.07142,0.09865,0.07167,0.04234,0.0474,0.00767,0.04006,0.06685,0.0227,0.07162,0.02738,0.04572,0.03521,0.06354,0.05522,0,0,0,0,0,0,0
GCA_000334875.3,PRJNA82241,SAMN02470967,,na,1138452,1404,Priestia megaterium NCT-2,strain=NCT-2,,latest,Complete Genome,Major,Full,20/08/2019,ASM33487v3,Shanghai Jiaotong University,GCF_000334875.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/875/GCA_000334875.3_ASM33487v3,,,na,30,42.02,0.07558,0.07243,0.03623,0.01023,0.03821,0.07158,0.09813,0.07105,0.04266,0.0476,0.00776,0.04032,0.06679,0.02264,0.07189,0.02722,0.04559,0.03544,0.06327,0.05539,0,0,0,0,0,0,0
GCA_007362955.1,PRJNA554861,SAMN12285435,,na,28031,28031,Lysinibacillus fusiformis,strain=1226,,latest,Complete Genome,Major,Full,24/07/2019,ASM736295v1,NEB,GCF_007362955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/362/955/GCA_007362955.1_ASM736295v1,contaminated,,na,30,44.95,0.0804,0.07144,0.03571,0.00992,0.03836,0.07156,0.09811,0.07548,0.04459,0.04984,0.00735,0.04087,0.06504,0.02105,0.06484,0.02857,0.04622,0.03385,0.05828,0.05854,0,0,0,0,0,0,0
GCA_023521015.1,PRJNA398615,SAMN08362832,,na,260554,260554,Bacillus halotolerans,strain=PK3_4,,latest,Complete Genome,Major,Full,23/05/2022,ASM2352101v1,King Abdullah University of Science and Technology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/521/015/GCA_023521015.1_ASM2352101v1,many frameshifted proteins,,na,30,37.14,0.07347,0.0681,0.03479,0.01028,0.04099,0.07243,0.09711,0.07735,0.03898,0.05147,0.00801,0.03825,0.06951,0.02272,0.06958,0.02824,0.04519,0.03662,0.06267,0.05425,0,0,0,0,0,0,0
GCA_024510645.1,PRJNA861881,SAMN29930872,,na,260554,260554,Bacillus halotolerans,strain=S-5,,latest,Complete Genome,Major,Full,03/08/2022,ASM2451064v1,Shandong Agricultural University Daizong campus,GCF_024510645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/510/645/GCA_024510645.1_ASM2451064v1,,,na,30,36.14,0.07318,0.06757,0.03472,0.01029,0.04104,0.07282,0.09647,0.07779,0.03906,0.05178,0.00792,0.03836,0.06985,0.02275,0.06985,0.0279,0.04477,0.0368,0.06296,0.05411,0,0,0,0,0,0,0
GCA_000009785.1,PRJNA13233,SAMD00061072,,representative genome,235909,1462,Geobacillus kaustophilus HTA426,strain=HTA426,,latest,Complete Genome,Major,Full,04/12/2004,ASM978v1,JAMSTEC,GCF_000009785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/785/GCA_000009785.1_ASM978v1,,,na,55,59.51,0.06371,0.07614,0.03369,0.01297,0.06093,0.07416,0.09943,0.09213,0.03095,0.04859,0.00867,0.03664,0.0723,0.02321,0.0564,0.02658,0.04166,0.04281,0.04927,0.04976,0,0,0,0,0,0,0
GCA_005160065.1,PRJNA531185,SAMN11351330,,na,1220595,1462,Geobacillus kaustophilus NBRC 102445,strain=NBRC 102445,,latest,Complete Genome,Major,Full,06/05/2019,ASM516006v1,Campbell University,GCF_005160065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/160/065/GCA_005160065.1_ASM516006v1,,assembly from type material,na,55,59.99,0.06377,0.07615,0.034,0.01307,0.06073,0.07452,0.09931,0.09169,0.03135,0.04872,0.00848,0.03644,0.07216,0.02281,0.0573,0.02644,0.04148,0.04297,0.04911,0.0495,0,0,0,0,0,0,0
GCA_007833815.1,PRJNA503267,SAMN10361674,,na,1465,1465,Brevibacillus laterosporus,strain=1821L,,latest,Complete Genome,Major,Full,05/08/2019,ASM783381v1,Lincoln University,GCF_007833815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/815/GCA_007833815.1_ASM783381v1,,,na,31,45.52,0.07236,0.071,0.03598,0.0109,0.04485,0.07252,0.0985,0.06974,0.04082,0.05036,0.00861,0.04458,0.06629,0.02257,0.0645,0.02874,0.04177,0.0373,0.06109,0.05753,0,0,0,0,0,0,0
GCA_000706725.1,PRJNA178137,SAMN03081443,,na,1246626,300825,Alkalihalobacillus lehensis G1,strain=G1,,latest,Complete Genome,Major,Full,13/06/2014,ASM70672v1,Malaysia Genome Institute,GCF_000706725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/725/GCA_000706725.1_ASM70672v1,,,na,28,45.64,0.07109,0.07219,0.03456,0.01053,0.0425,0.07492,0.10044,0.07492,0.03955,0.05153,0.00688,0.04138,0.06886,0.02368,0.05766,0.02729,0.04537,0.03608,0.06115,0.05943,0,0,0,0,0,0,0
GCA_002074115.1,PRJNA290971,SAMN03938153,,na,1402,1402,Bacillus licheniformis,strain=SCDB 34,,latest,Complete Genome,Major,Full,29/03/2017,ASM207411v1,Chonbuk National University,GCF_002074115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/074/115/GCA_002074115.1_ASM207411v1,,,na,32,38.78,0.07182,0.06715,0.03448,0.01037,0.04379,0.07413,0.09718,0.07898,0.03907,0.05183,0.0077,0.03581,0.07102,0.02176,0.07223,0.0274,0.04556,0.03711,0.06055,0.05207,0,0,0,0,0,0,0
GCA_002074135.1,PRJNA293178,SAMN03998369,,na,1402,1402,Bacillus licheniformis,strain=SCCB 37,,latest,Complete Genome,Major,Full,29/03/2017,ASM207413v1,Chonbuk National University,GCF_002074135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/074/135/GCA_002074135.1_ASM207413v1,,,na,32,38.47,0.07144,0.06714,0.03437,0.01031,0.04418,0.07415,0.09698,0.07968,0.03864,0.05178,0.00769,0.03589,0.07158,0.02179,0.07171,0.02745,0.04532,0.0373,0.0603,0.05229,0,0,0,0,0,0,0
GCA_002173675.1,PRJNA386753,SAMN07125935,,na,1402,1402,Bacillus licheniformis,strain=SRCM100141,,latest,Complete Genome,Major,Full,06/06/2017,ASM217367v1,Microbial Institiue for Fermentation Industry,GCF_002173675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/675/GCA_002173675.1_ASM217367v1,,,na,32,38.55,0.07169,0.06677,0.03477,0.01035,0.04411,0.0743,0.09668,0.07865,0.03931,0.05224,0.00778,0.03607,0.07083,0.02173,0.07171,0.02749,0.04531,0.03723,0.0609,0.05209,0,0,0,0,0,0,0
GCA_002966955.1,PRJNA432623,SAMN08455836,,na,1402,1402,Bacillus licheniformis,strain=14ADL4,,latest,Complete Genome,Major,Full,02/03/2018,ASM296695v1,Dongduk Women's University,GCF_002966955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/955/GCA_002966955.1_ASM296695v1,,,na,32,38.8,0.07181,0.06735,0.03438,0.01031,0.0437,0.07419,0.0972,0.07955,0.03865,0.05167,0.00774,0.0357,0.07145,0.02184,0.07169,0.02742,0.04566,0.0374,0.06038,0.0519,0,0,0,0,0,0,0
GCA_006494795.1,PRJNA548835,SAMN12056526,,na,1402,1402,Bacillus licheniformis,strain=CSL2,,latest,Complete Genome,Major,Full,27/06/2019,ASM649479v1,Beijing Academy of Agriculture and Forestry Science,GCF_006494795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/494/795/GCA_006494795.1_ASM649479v1,,,na,32,38.99,0.07184,0.06742,0.03415,0.01029,0.04386,0.07422,0.09735,0.07965,0.03848,0.05167,0.00775,0.03564,0.07158,0.02183,0.07171,0.0275,0.04554,0.03714,0.06045,0.0519,0,0,0,0,0,0,0
